Question,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
" Luke made 9 dollars mowing lawns and 18 dollars weed eating. If he only spent 3 dollar a week, how long would the money last him? ",9,,,,"Luke made var_A dollars mowing lawns and var_B dollars weed eating. If he only spent var_C dollar a week, how long would the money last him?",\(\frac{var_A + var_B}{var_C}\),"```python
var_A = 0  # replace with actual value
var_B = 0  # replace with actual value
var_C = 0  # replace with actual value

total_money = var_A + var_B
weeks_last = total_money / var_C
```","{'var_A': 9.0, 'var_B': 18.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" John made 6 dollars mowing lawns and 18 dollars weed eating. If he only spent 3 dollar a week, how long would the money last him? ",8,,,,"John made var_A dollars mowing lawns and var_B dollars weed eating. If he only spent var_C dollar a week, how long would the money last him?",\(\frac{var_A + var_B}{var_C}\),"```python
var_A = 0  # replace with actual value
var_B = 0  # replace with actual value
var_C = 0  # replace with actual value

total_money = var_A + var_B
weeks_last = total_money / var_C if var_C > 0 else 0
```","{'var_A': 6.0, 'var_B': 18.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" A worksheet had 2 problems on it. If a teacher had 14 worksheets to grade and had already graded 7 of them, how many more problems does she have to grade? ",14,,,,"A worksheet had var_A problems on it. If a teacher had var_B worksheets to grade and had already graded var_C of them, how many more problems does she have to grade?",(var_B * var_A) - var_C,"```python
def remaining_problems(var_A, var_B, var_C):
    total_problems = var_A * var_B
    graded_problems = var_C
    return total_problems - graded_problems
```","{'var_A': 2.0, 'var_B': 14.0, 'var_C': 7.0}",True,"must be real number, not NoneType"
" A waiter at 'The Greasy Spoon' restaurant had 29 customers to wait on. During the lunch rush he added another 20 customers. If 34 of the customers didn't leave him a tip, how many customers did leave a tip? ",15,,,,"A waiter at 'The Greasy Spoon' restaurant had var_A customers to wait on. During the lunch rush he added another var_B customers. If var_C of the customers didn't leave him a tip, how many customers did leave a tip?",var_A + var_B - var_C,"```python
var_A = 10  # Example value for initial customers
var_B = 5   # Example value for additional customers
var_C = 3   # Example value for customers who didn't leave a tip

customers_left_tip = (var_A + var_B) - var_C
```","{'var_A': 29.0, 'var_B': 20.0, 'var_C': 34.0}",True,"must be real number, not NoneType"
" The school cafeteria ordered 37 red apples and 45 green apples for students lunches. But, if only 51 students wanted fruit, how many extra did the cafeteria end up with? ",31,,,,"The school cafeteria ordered var_A red apples and var_B green apples for students lunches. But, if only var_C students wanted fruit, how many extra did the cafeteria end up with?",(var_A + var_B) - var_C,"```python
var_A = 50  # number of red apples
var_B = 30  # number of green apples
var_C = 60  # number of students wanting fruit

total_apples = var_A + var_B
extra_apples = total_apples - var_C if total_apples > var_C else 0
```","{'var_A': 37.0, 'var_B': 45.0, 'var_C': 51.0}",True,"must be real number, not NoneType"
" Luke was putting his spare change into piles. He had 5 piles of quarters and 5 piles of dimes. If each pile had 3 coins in it, how many coins did he have total? ",30,,,,"Luke was putting his spare change into piles. He had var_A piles of quarters and var_B piles of dimes. If each pile had var_C coins in it, how many coins did he have total?",var_A * var_C + var_B * var_C,"```python
var_A = 5  # Example value for piles of quarters
var_B = 3  # Example value for piles of dimes
var_C = 10  # Example value for coins in each pile

total_coins = (var_A + var_B) * var_C
```","{'var_A': 5.0, 'var_B': 5.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" Megan's class is going on a field trip to the zoo. If each van can hold 5 people and there are 25 students and 5 adults going, how many vans will they need? ",6,,,,"Megan's class is going on a field trip to the zoo. If each van can hold var_A people and there are var_B students and var_C adults going, how many vans will they need?",\(\lceil \frac{var_B + var_C}{var_A} \rceil\),"```python
import math

var_A = 10  # capacity of each van
var_B = 30  # number of students
var_C = 10  # number of adults

total_people = var_B + var_C
vans_needed = math.ceil(total_people / var_A)
print(vans_needed)
```","{'var_A': 5.0, 'var_B': 25.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" Nancy picked 12 carrots from her garden. If she threw out 2 of them and then picked 21 more the next day, how many carrots would she have total? ",31,,,,"Nancy picked var_A carrots from her garden. If she threw out var_B of them and then picked var_C more the next day, how many carrots would she have total?",var_A - var_B + var_C,"```python
var_A = 10  # Example value for var_A
var_B = 3   # Example value for var_B
var_C = 5   # Example value for var_C

total_carrots = var_A - var_B + var_C
print(total_carrots)
```","{'var_A': 12.0, 'var_B': 2.0, 'var_C': 21.0}",True,"must be real number, not NoneType"
" A worksheet had 3 problems on it. If a teacher had 15 worksheets to grade and had already graded 7 of them, how many more problems does she have to grade? ",24,,,,"A worksheet had var_A problems on it. If a teacher had var_B worksheets to grade and had already graded var_C of them, how many more problems does she have to grade?",(var_B * var_A) - (var_C * var_A),"```python
def remaining_problems(var_A, var_B, var_C):
    total_problems = var_A * var_B
    graded_problems = var_C
    return total_problems - graded_problems
```","{'var_A': 3.0, 'var_B': 15.0, 'var_C': 7.0}",True,"must be real number, not NoneType"
" The cafeteria had 50 apples. For lunch they handed out 5 to students and decided to use the rest to make pies. If each pie takes 5 apples, how many pies could they make? ",9,,,,"The cafeteria had var_A apples. For lunch they handed out var_B to students and decided to use the rest to make pies. If each pie takes var_C apples, how many pies could they make?",( var_A - var_B ) / var_C,"```python
var_A = 100  # Example value for total apples
var_B = 30   # Example value for apples handed out
var_C = 5    # Example value for apples per pie

remaining_apples = var_A - var_B
number_of_pies = remaining_apples // var_C
```","{'var_A': 50.0, 'var_B': 5.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" Tom had 5 books. If he sold 4 of them and used the money he earned to buy 38 new books, how many books would Tom have? ",39,,,,"Tom had var_A books. If he sold var_B of them and used the money he earned to buy var_C new books, how many books would Tom have?",var_A - var_B + var_C,"```python
def total_books(var_A, var_B, var_C):
    return var_A - var_B + var_C
```","{'var_A': 5.0, 'var_B': 4.0, 'var_C': 38.0}",True,"must be real number, not NoneType"
" Rachel was organizing her book case making sure each of the shelves had exactly 9 books on it. If she had 6 shelves of mystery books and 2 shelves of picture books, how many books did she have total? ",72,,,,"Rachel was organizing her book case making sure each of the shelves had exactly var_A books on it. If she had var_B shelves of mystery books and var_C shelves of picture books, how many books did she have total?",var_A * (var_B + var_C),"```python
var_A = 10  # number of books per shelf
var_B = 5   # number of mystery book shelves
var_C = 3   # number of picture book shelves

total_books = var_A * (var_B + var_C)
```","{'var_A': 9.0, 'var_B': 6.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
" There were 2 friends playing a video game online when 2 more players joined the game. If each player had 6 lives, how many lives did they have total? ",24,,,,"There were var_A friends playing a video game online when var_B more players joined the game. If each player had var_C lives, how many lives did they have total?",(var_A + var_B) * var_C,"```python
var_A = 5  # Example value for initial friends
var_B = 3  # Example value for additional players
var_C = 4  # Example value for lives per player

total_players = var_A + var_B
total_lives = total_players * var_C
```","{'var_A': 2.0, 'var_B': 2.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
" Haley baked 20 cupcakes for her school's bake sale. If her brother, Todd, ate 11 of them how many packages could she make if she put 3 cupcake in each package? ",3,,,,"Haley baked var_A cupcakes for her school's bake sale. If her brother, Todd, ate var_B of them how many packages could she make if she put var_C cupcake in each package?",(var_A - var_B) / var_C,"```python
var_A = 20  # Example value for total cupcakes
var_B = 5   # Example value for cupcakes eaten by Todd
var_C = 3   # Example value for cupcakes per package

remaining_cupcakes = var_A - var_B
packages = remaining_cupcakes // var_C
print(packages)
```","{'var_A': 20.0, 'var_B': 11.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" Bianca had 45 coloring books. If she gave away 6 of them, but then bought 20 more, how many would she have total? ",59,,,,"Bianca had var_A coloring books. If she gave away var_B of them, but then bought var_C more, how many would she have total?",var_A - var_B + var_C,"```python
var_A = 10  # Example value for coloring books Bianca had
var_B = 3   # Example value for coloring books given away
var_C = 5   # Example value for coloring books bought

total_coloring_books = var_A - var_B + var_C
```","{'var_A': 45.0, 'var_B': 6.0, 'var_C': 20.0}",True,"must be real number, not NoneType"
" Gwen was organizing her book case making sure each of the shelves had exactly 9 books on it. If she had 3 shelves of mystery books and 5 shelves of picture books, how many books did she have total? ",72,,,,"Gwen was organizing her book case making sure each of the shelves had exactly var_A books on it. If she had var_B shelves of mystery books and var_C shelves of picture books, how many books did she have total?",var_A * (var_B + var_C),"```python
var_A = 10  # number of books per shelf
var_B = 5   # number of mystery book shelves
var_C = 3   # number of picture book shelves

total_books = var_A * (var_B + var_C)
```","{'var_A': 9.0, 'var_B': 3.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" Dave bought 12 boxes of chocolate candy and gave 5 to his little brother. If each box has 3 pieces inside it, how many pieces did Dave still have? ",21,,,,"Dave bought var_A boxes of chocolate candy and gave var_B to his little brother. If each box has var_C pieces inside it, how many pieces did Dave still have?",var_A * var_C - var_B,"```python
var_A = 10  # Example value for boxes of chocolate
var_B = 3   # Example value for boxes given to brother
var_C = 5   # Example value for pieces in each box

total_pieces = var_A * var_C
pieces_given_away = var_B * var_C
pieces_left = total_pieces - pieces_given_away

print(pieces_left)
```","{'var_A': 12.0, 'var_B': 5.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
 A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54,,,,A pet store had var_A siamese cats and var_B house cats. During a sale they sold var_C cats. How many cats do they have left?,var_A + var_B - var_C,"```python
var_A = 10  # Example value for siamese cats
var_B = 15  # Example value for house cats
var_C = 5   # Example value for sold cats

cats_left = (var_A + var_B) - var_C
print(cats_left)
```","{'var_A': 41.0, 'var_B': 28.0, 'var_C': 15.0}",True,"must be real number, not NoneType"
" Sam was collecting cans for recycling. On Saturday he filled 3 bags up and on Sunday he filled 4 more bags. If each bag had 9 cans in it, how many cans did he pick up total? ",63,,,,"Sam was collecting cans for recycling. On Saturday he filled var_A bags up and on Sunday he filled var_B more bags. If each bag had var_C cans in it, how many cans did he pick up total?",(var_A + var_B) * var_C,"```python
var_A = 5  # Example value for bags filled on Saturday
var_B = 3  # Example value for bags filled on Sunday
var_C = 10  # Example value for cans per bag

total_cans = (var_A + var_B) * var_C
```","{'var_A': 3.0, 'var_B': 4.0, 'var_C': 9.0}",True,"must be real number, not NoneType"
" Janet was playing a video game and had 38 lives. In a hard part of the game she lost 16 lives. If she got 32 more lives in the next level, how many lives would she have? ",54,,,,"Janet was playing a video game and had var_A lives. In a hard part of the game she lost var_B lives. If she got var_C more lives in the next level, how many lives would she have?",var_A - var_B + var_C,"```python
var_A = 10  # Example value for initial lives
var_B = 3   # Example value for lives lost
var_C = 5   # Example value for lives gained

lives_remaining = var_A - var_B + var_C
print(lives_remaining)
```","{'var_A': 38.0, 'var_B': 16.0, 'var_C': 32.0}",True,"must be real number, not NoneType"
 Lana was unboxing some of her old winter clothes. She found 4 boxes of clothing and inside each box there were 2 scarves and 6 mittens. How many pieces of winter clothing did Lana have total? ,32,,,,Lana was unboxing some of her old winter clothes. She found var_A boxes of clothing and inside each box there were var_B scarves and var_C mittens. How many pieces of winter clothing did Lana have total?,var_A * (var_B + var_C),"```python
var_A = 10  # Example value for boxes
var_B = 5   # Example value for scarves per box
var_C = 3   # Example value for mittens per box

total_clothing = var_A * (var_B + var_C)
print(total_clothing)
```","{'var_A': 4.0, 'var_B': 2.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
" A chef needs to cook 16 potatoes. He has already cooked 7. If each potato takes 5 minutes to cook, how long will it take him to cook the rest? ",45,,,,"A chef needs to cook var_A potatoes. He has already cooked var_B If each potato takes var_C minutes to cook, how long will it take him to cook the rest?",(var_A - var_B) * var_C,"```python
var_A = 10  # total potatoes needed
var_B = 4   # already cooked potatoes
var_C = 15  # minutes per potato

remaining_potatoes = var_A - var_B
time_needed = remaining_potatoes * var_C
print(time_needed)
```","{'var_A': 16.0, 'var_B': 7.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" Oliver had 33 dollars in January. By March he had spent 4 dollars. If he got another 32 dollars from his mom, how much money would he have? ",61,,,,"Oliver had var_A dollars in January. By March he had spent var_B dollars. If he got another var_C dollars from his mom, how much money would he have?",var_A - var_B + var_C,"```python
var_A = 100  # Example value for initial amount
var_B = 30   # Example value for amount spent
var_C = 50   # Example value for amount received from mom

total_money = var_A - var_B + var_C
print(total_money)
```","{'var_A': 33.0, 'var_B': 4.0, 'var_C': 32.0}",True,"must be real number, not NoneType"
" Edward earned 4 dollars for each lawn he mowed. If he had 17 lawns to mow, but forgot to mow 9 of them, how much money did he actually earn? ",32,,,,"Edward earned var_A dollars for each lawn he mowed. If he had var_B lawns to mow, but forgot to mow var_C of them, how much money did he actually earn?",var_A * (var_B - var_C),"```python
var_A = 10  # example value for earnings per lawn
var_B = 15  # example value for total lawns
var_C = 5   # example value for lawns forgotten to mow

actual_lawns_mowed = var_B - var_C
total_earnings = actual_lawns_mowed * var_A
```","{'var_A': 4.0, 'var_B': 17.0, 'var_C': 9.0}",True,"must be real number, not NoneType"
" A worksheet had 4 problems on it. If a teacher had 9 worksheets to grade and had already graded 5 of them, how many more problems does she have to grade? ",16,,,,"A worksheet had var_A problems on it. If a teacher had var_B worksheets to grade and had already graded var_C of them, how many more problems does she have to grade?",(var_B * var_A) - var_C,"```python
def remaining_problems(var_A, var_B, var_C):
    total_problems = var_A * var_B
    graded_problems = var_C
    return total_problems - graded_problems
```","{'var_A': 4.0, 'var_B': 9.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" A trivia team had 9 members total, but during a game 3 members didn't show up. If each member that did show up scored 2 points, how many points were scored total? ",12,,,,"A trivia team had var_A members total, but during a game var_B members didn't show up. If each member that did show up scored var_C points, how many points were scored total?",(var_A - var_B) * var_C,"```python
var_A = 10  # total members
var_B = 3   # members that didn't show up
var_C = 5   # points scored by each member that showed up

members_present = var_A - var_B
total_points = members_present * var_C
```","{'var_A': 9.0, 'var_B': 3.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
" Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with? ",14,,,,"Ned was trying to expand his game collection. He bought var_A games from a friend and bought var_B more at a garage sale. If var_C of the games didn't work, how many good games did he end up with?",var_A + var_B - var_C,"```python
var_A = 10  # Example value for games bought from a friend
var_B = 5   # Example value for games bought at a garage sale
var_C = 3   # Example value for games that didn't work

good_games = (var_A + var_B) - var_C
print(good_games)
```","{'var_A': 11.0, 'var_B': 22.0, 'var_C': 19.0}",True,"must be real number, not NoneType"
" Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry 8 trays at a time. If he had to pick up 9 trays from one table and 7 trays from another, how many trips will he make? ",2,,,,"Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry var_A trays at a time. If he had to pick up var_B trays from one table and var_C trays from another, how many trips will he make?",\(\frac{var_B + var_C}{var_A}\),"```python
var_A = 5  # Number of trays Jerry can carry at a time
var_B = 12  # Number of trays from the first table
var_C = 8   # Number of trays from the second table

total_trays = var_B + var_C
trips = (total_trays + var_A - 1) // var_A  # Ceiling division to calculate trips
print(trips)
```","{'var_A': 8.0, 'var_B': 9.0, 'var_C': 7.0}",True,"must be real number, not NoneType"
 Kaleb was selling his old games. He started out with 76 but sold 46 of them. He packed the rest up putting 5 games into each box. How many boxes did he have to use? ,6,,,,Kaleb was selling his old games. He started out with var_A but sold var_B of them. He packed the rest up putting var_C games into each box. How many boxes did he have to use?,( var_A - var_B ) / var_C,"```python
var_A = 100  # Example value for initial number of games
var_B = 30   # Example value for number of games sold
var_C = 5    # Example value for number of games per box

remaining_games = var_A - var_B
boxes_needed = remaining_games // var_C + (remaining_games % var_C > 0)
print(boxes_needed)
```","{'var_A': 76.0, 'var_B': 46.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" There were 2 friends playing a video game online when 2 more players joined the game. If each player had 3 lives, how many lives did they have total? ",12,,,,"There were var_A friends playing a video game online when var_B more players joined the game. If each player had var_C lives, how many lives did they have total?",(var_A + var_B) * var_C,"```python
var_A = 5  # Example value for var_A
var_B = 3  # Example value for var_B
var_C = 4  # Example value for var_C

total_players = var_A + var_B
total_lives = total_players * var_C
```","{'var_A': 2.0, 'var_B': 2.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7,,,,"Vanessa and her mom were picking carrots from their garden. Vanessa picked var_A and her mother picked var_B If only var_C of the carrots were good, how many bad carrots did they have?",var_A + var_B - var_C,"```python
var_A = 10  # Example value for carrots picked by Vanessa
var_B = 15  # Example value for carrots picked by her mom
var_C = 20  # Example value for good carrots

total_carrots = var_A + var_B
bad_carrots = total_carrots - var_C
```","{'var_A': 17.0, 'var_B': 14.0, 'var_C': 24.0}",True,"must be real number, not NoneType"
" A pet store has 6 bird cages. If each cage has 2 parrots and 7 parakeets in it, how many birds does the pet store have total? ",54,,,,"A pet store has var_A bird cages. If each cage has var_B parrots and var_C parakeets in it, how many birds does the pet store have total?",var_A * (var_B + var_C),"```python
total_birds = var_A * (var_B + var_C)
```","{'var_A': 6.0, 'var_B': 2.0, 'var_C': 7.0}",True,"must be real number, not NoneType"
" Frank was collecting cans for recycling. On Saturday he filled 5 bags up and on Sunday he filled 3 more bags. If each bag had 5 cans in it, how many cans did he pick up total? ",40,,,,"Frank was collecting cans for recycling. On Saturday he filled var_A bags up and on Sunday he filled var_B more bags. If each bag had var_C cans in it, how many cans did he pick up total?",(var_A + var_B) * var_C,"```python
var_A = 5  # Example value for bags filled on Saturday
var_B = 3  # Example value for bags filled on Sunday
var_C = 10  # Example value for cans per bag

total_cans = (var_A + var_B) * var_C
```","{'var_A': 5.0, 'var_B': 3.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" A waiter had 7 tables he was waiting on, with 7 women and 2 men at each table. How many customers total did the waiter have? ",63,,,,"A waiter had var_A tables he was waiting on, with var_B women and var_C men at each table. How many customers total did the waiter have?",var_A * (var_B + var_C),"```python
var_A = 5  # number of tables
var_B = 3  # number of women at each table
var_C = 4  # number of men at each table

total_customers = var_A * (var_B + var_C)
```","{'var_A': 7.0, 'var_B': 7.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
" Haley was playing a video game and had 14 lives. In a hard part of the game she lost 4 lives. If she got 36 more lives in the next level, how many lives would she have? ",46,,,,"Haley was playing a video game and had var_A lives. In a hard part of the game she lost var_B lives. If she got var_C more lives in the next level, how many lives would she have?",var_A - var_B + var_C,"```python
var_A = 10  # Example value for initial lives
var_B = 3   # Example value for lives lost
var_C = 5   # Example value for lives gained

lives_remaining = var_A - var_B + var_C
print(lives_remaining)
```","{'var_A': 14.0, 'var_B': 4.0, 'var_C': 36.0}",True,"must be real number, not NoneType"
" Edward made 37 dollars mowing lawns over the summer. If he spent 21 dollars buying new mower blades, how many 2 dollar games could he buy with the money he had left? ",8,,,,"Edward made var_A dollars mowing lawns over the summer. If he spent var_B dollars buying new mower blades, how many var_C dollar games could he buy with the money he had left?",( var_A - var_B ) / var_C,"```python
var_A = 100  # Example value for money earned
var_B = 30   # Example value for money spent on mower blades
var_C = 10   # Example value for the cost of a game

money_left = var_A - var_B
games_affordable = money_left // var_C
```","{'var_A': 37.0, 'var_B': 21.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
" Jerry had 60 pieces of clothing to wash. He put 40 of them in one load, but decided to split the rest into 5 equal loads. How many pieces of clothing could go in each of the small loads? ",4,,,,"Jerry had var_A pieces of clothing to wash. He put var_B of them in one load, but decided to split the rest into var_C equal loads. How many pieces of clothing could go in each of the small loads?",\(\frac{var_A - var_B}{var_C}\),"```python
var_A = 100  # Example value for total pieces of clothing
var_B = 30   # Example value for pieces in the first load
var_C = 5    # Example value for the number of equal loads

remaining_clothing = var_A - var_B
pieces_per_small_load = remaining_clothing // var_C
```","{'var_A': 60.0, 'var_B': 40.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" There were 8 friends playing a video game online when 3 players quit. If each player left had 3 lives, how many lives did they have total? ",15,,,,"There were var_A friends playing a video game online when var_B players quit. If each player left had var_C lives, how many lives did they have total?",var_B * var_C,"```python
var_A = 10  # Example value for total friends
var_B = 3   # Example value for players who quit
var_C = 5   # Example value for lives each player had

total_lives = var_B * var_C
```","{'var_A': 8.0, 'var_B': 3.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
 A pet store had 102 puppies. In one day they sold 21 of them and put the rest into cages with 9 in each cage. How many cages did they use? ,9,,,,A pet store had var_A puppies. In one day they sold var_B of them and put the rest into cages with var_C in each cage. How many cages did they use?,( var_A - var_B ) / var_C,"```python
var_A = 10  # Example value for total puppies
var_B = 3   # Example value for sold puppies
var_C = 2   # Example value for puppies per cage

remaining_puppies = var_A - var_B
cages_used = remaining_puppies // var_C
if remaining_puppies % var_C != 0:
    cages_used += 1

print(cages_used)
```","{'var_A': 102.0, 'var_B': 21.0, 'var_C': 9.0}",True,"must be real number, not NoneType"
" At the arcade Jerry won 4 tickets. If he spent 2 tickets on a beanie and later won 47 more tickets, how many would he have? ",49,,,,"At the arcade Jerry won var_A tickets. If he spent var_B tickets on a beanie and later won var_C more tickets, how many would he have?",var_A - var_B + var_C,"```python
var_A = 0  # replace with the number of tickets Jerry won
var_B = 0  # replace with the number of tickets Jerry spent on a beanie
var_C = 0  # replace with the number of tickets Jerry won later

total_tickets = var_A - var_B + var_C
```","{'var_A': 4.0, 'var_B': 2.0, 'var_C': 47.0}",True,"must be real number, not NoneType"
" Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have? ",58,,,,"Luke had var_A dollars in January. By March he had spent var_B dollars. If he got another var_C dollars from his mom, how much money would he have?",var_A - var_B + var_C,"```python
var_A = 100  # Example value for initial amount
var_B = 30   # Example value for amount spent
var_C = 50   # Example value for amount received from mom

total_money = var_A - var_B + var_C
print(total_money)
```","{'var_A': 48.0, 'var_B': 11.0, 'var_C': 21.0}",True,"must be real number, not NoneType"
