Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
Danny collects bottle caps and wrappers. He found 66 wrappers and 39 bottle caps at the park. Now he has 16 bottle caps and 68 wrappers in his collection. How many wrappers did danny have at first?,Subtraction,2.0,,-50,-50.0,Danny collects bottle caps and wrappers. He found var_A wrappers and var_B bottle caps at the park. Now he has var_C bottle caps and var_D wrappers in his collection. How many wrappers did danny have at first?,"1. Let's say Danny had x wrappers initially.
2. We know that he found 66 wrappers and 39 bottle caps, and now he has 16 bottle caps and 68 wrappers.
3. We can set up an equation to represent the situation:
   x + 66 = 16
   x = 16 - 66
   x = -50
4. So, Danny had -50 wrappers initially.",-50,"def solution(var_A, var_B, var_C, var_D):
    return var_C - var_A","{'var_A': 66.0, 'var_B': 39.0, 'var_C': 16.0, 'var_D': 68.0}",True,'Code_Result'
Allan brought 5 balloons. If Allan and Jake brought total of 6 balloons to the park How many balloons did Jake bring to the park?,Subtraction,1.0,1.0,1.0,1.0,Allan brought var_A balloons. If Allan and Jake brought total of var_B balloons to the park How many balloons did Jake bring to the park?,1. Subtract the number of balloons Allan brought from the total number of balloons to find out how many balloons Jake brought.,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 5.0, 'var_B': 6.0}",False,
David did 51 push-ups in gym class today. David did 49 more push-ups than Zachary. How many push-ups did Zachary and David do altogether?,Subtraction,53.0,101.0,,101.0,David did var_A push - ups in gym class today. David did var_B more push - ups than Zachary. How many push - ups did Zachary and David do altogether?,"1. Let's say Zachary did x push-ups.
2. Since David did 49 more push-ups than Zachary, David did x + 49 push-ups.
3. The total number of push-ups David did is x + (x + 49) = 2x + 49.
4. We know that David did 51 push-ups, so 2x + 49 = 51.
5. Solve for x to find the number of push-ups Zachary did.","2x + 49 = 51
2x = 2
x = 1
Zachary did 1 push-ups
David did 1 + 49 = 50 push-ups
Zachary and David did 1 + 50 = 51 push-ups altogether","def solution(var_A, var_B):
    x = (51 - var_B) / 2
    return var_A + x + 49","{'var_A': 51.0, 'var_B': 49.0}",False,
During summer break 819058 kids from Lawrence county go to camp and the other 668278 kids stay home. How many more kids spent their summer break at the camp compared to those who stayed home?,Subtraction,150780.0,150781.0,150781.0,150781.0,During summer break var_A kids from Lawrence county go to camp and the other var_B kids stay home. How many more kids spent their summer break at the camp compared to those who stayed home?,"1. Subtract the number of kids who stayed home from the number of kids who went to camp to find the difference.
2. Add 1 to the result to find the difference between the number of kids who went to camp and stayed home.",(var_A - var_B) + 1,"def solution(var_A, var_B):
    difference = var_A - var_B
    return difference + 1","{'var_A': 819058.0, 'var_B': 668278.0}",False,
"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 317 visitors came to the Buckingham palace that day. If there were 295 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",Subtraction,22.0,-22.0,-22.0,-22.0,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that var_A visitors came to the Buckingham palace that day. If there were var_B visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?","1. Subtract the number of visitors on the previous day from the number of visitors on the current day to find the difference.
2. The difference is 317 - 295 = 22.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 317.0, 'var_B': 295.0}",False,
If each pack costs 81 dollars How much will it cost to buy 33 packs of dvds?,Multiplication,2673.0,2673.0,2673.0,2673.0,If each pack costs var_A dollars How much will it cost to buy var_B packs of dvds?,"1. Multiply the number of packs by the cost of each pack to find the total cost.
2. Multiply the total cost by the number of packs to find the total cost.",var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 81.0, 'var_B': 33.0}",False,
There are 8 different books and 10 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 61 of the movies How many more movies than books are there in the ' crazy silly school ' series?,Subtraction,2.0,,,,There are var_A different books and var_B different movies in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies than books are there in the ' crazy silly school ' series?,"1. Find the total number of books and movies.
2. Subtract the number of books read from the total number of books to find the number of books not read.
3. Subtract the number of movies watched from the total number of movies to find the number of movies not watched.","var_A * var_C - var_B
var_B * var_D - var_A
(var_A - var_B) - (var_B - var_D)","var_A = 10
var_B = 20
var_C = 15
var_D = 12

# Step 1: Find the total number of books and movies
total_books = var_A + var_B
total_movies = var_A + var_B

# Step 2: Subtract the number of books read from the total number of books
books_read = var_A
books_not_read = total_books - books_read

# Step 3: Subtract the number of movies watched from the total number of movies
movies_watched = var_D
movies_not_watched = total_movies - movies_watched

# Find the difference between the number of movies not watched and the number of books not read
difference = movies_not_watched - books_not_read","{'var_A': 8.0, 'var_B': 10.0, 'var_C': 19.0, 'var_D': 61.0}",True,'Code_Result'
There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all baskets How many baskets of peaches are there?,Common-Division,1.0,,12.0,-14.0,There are some baskets of peaches. Each basket has var_A red peaches and var_B green peaches. If there are a total of var_C peaches in all baskets How many baskets of peaches are there?,"1. Divide the total number of peaches by the number of peaches in each basket to find the number of baskets.
2. Multiply the number of baskets by 4 to find the total number of red peaches.
3. Multiply the number of baskets by 3 to find the total number of green peaches.
4. Subtract the total number of green peaches from the total number of peaches to find the number of baskets.",var_C / (var_A + var_B) * 4 * 3,"def solution(var_A, var_B, var_C):
    baskets = var_A + var_B
    red_peaches = baskets * 4
    green_peaches = baskets * 3
    return baskets - green_peaches","{'var_A': 4.0, 'var_B': 3.0, 'var_C': 7.0}",True,'Code_Result'
Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans. How many more bags did she find on the next day than she had on monday?,Subtraction,5.0,5.0,5.0,5.0,Tiffany was collecting cans for recycling. On monday she had var_A bags of cans. The next day she found var_B more bags worth of cans. How many more bags did she find on the next day than she had on monday?,"1. Subtract the number of bags Tiffany had on Monday from the number of bags she found on the next day to find the difference.
2. The difference is 12 - 7 = 5.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 7.0, 'var_B': 12.0}",False,
Dan has $ 5. He bought a candy bar for $ 2 and a chocolate for $ 3. How much money did he spend to buy chocolate than he did to buy candy bar?,Subtraction,1.0,,3.0,-1.0,Dan has $ var_A He bought a candy bar for $ var_B and a chocolate for $ var_C How much money did he spend to buy chocolate than he did to buy candy bar?,"1. Subtract the cost of the candy bar from the cost of the candy bar to find the difference.
2. Subtract the cost of the candy bar from the total amount of money Dan has to find the difference.",(var_A - var_B),"def solution(var_A, var_B, var_C):
    candy_bar_cost = var_B
    chocolate_cost = var_C
    difference = candy_bar_cost - chocolate_cost
    return difference","{'var_A': 5.0, 'var_B': 2.0, 'var_C': 3.0}",True,'Code_Result'
We ordered some pizzas. Each pizza has 2 slices. If there were a total of 28 slices How many pizzas did we order?,Common-Division,14.0,,14.0,14.0,We ordered some pizzas. Each pizza has var_A slices. If there were a total of var_B slices How many pizzas did we order?,1. Divide the total number of slices by the number of slices per pizza to find out how many pizzas we ordered.,(var_B / var_A),"def solution(var_A, var_B):
    return var_B // var_A","{'var_A': 2.0, 'var_B': 28.0}",True,'Code_Result'
An industrial machine made 9 shirts yesterday and 44 shirts today. It can make 3 shirts a minute. How many minutes did the machine work yesterday?,Common-Division,3.0,,-32.0,-11.666666666666666,An industrial machine made var_A shirts yesterday and var_B shirts today. It can make var_C shirts a minute. How many minutes did the machine work yesterday?,"1. Subtract the number of shirts made today from the number of shirts made yesterday to find the number of shirts made this week.
2. Divide the number of shirts made this week by the rate at which the machine makes shirts to find the number of minutes the machine worked.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    yesterday = var_A - var_B
    this_week = yesterday / var_C
    return this_week","{'var_A': 9.0, 'var_B': 44.0, 'var_C': 3.0}",True,'Code_Result'
Jessie weighed 114 kilograms. After she started to go jogging everyday she lost 50 kilograms in the first week and 60 kilograms in the second week. How much does she weigh now?,Subtraction,4.0,4.0,4.0,4.0,Jessie weighed var_A kilograms. After she started to go jogging everyday she lost var_B kilograms in the first week and var_C kilograms in the second week. How much does she weigh now?,"1. Subtract the weight lost in the first week from Jessie's original weight to find her weight after the first week.
2. Subtract the weight lost in the second week from Jessie's weight after the first week to find her weight after the second week.",var_A - var_B - var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B - var_C","{'var_A': 114.0, 'var_B': 50.0, 'var_C': 60.0}",False,
Matthew gave 6 crackers to each his friends. If he had 36 crackers How many friends did he give crackers to?,Common-Division,6.0,0.0,0.0,0.0,Matthew gave var_A crackers to each his friends. If he had var_B crackers How many friends did he give crackers to?,1. Divide the total number of crackers by the number of crackers each friend received to find out how many friends Matthew gave crackers to.,(var_A // var_B),"def solution(var_A, var_B):
    return var_A // var_B","{'var_A': 6.0, 'var_B': 36.0}",False,
Matthew gave equal numbers of crackers and cakes to his 28 friends. If he had 13 crackers and 15 cakes initially How many crackers and cakes did each person eat?,Common-Division,1.0,,,,Matthew gave equal numbers of crackers and cakes to his var_A friends. If he had var_B crackers and var_C cakes initially How many crackers and cakes did each person eat?,"1. Divide the total number of crackers by the number of friends to find out how many crackers each person got.
2. Divide the total number of cakes by the number of friends to find out how many cakes each person got.","var_A // var_B
var_C // var_C","def solution(var_A, var_B, var_C):
    crackers = var_B / var_A
    cakes = var_C / var_A
    print(""Each person ate"", crackers, ""crackers and"", cakes, ""cakes"")","{'var_A': 28.0, 'var_B': 13.0, 'var_C': 15.0}",True,'Code_Result'
Faye was placing her pencils and crayons into 30 rows with 71 crayons and 24 pencils in each row. How many pencils does she have?,Multiplication,720.0,,2424.0,2850.0,Faye was placing her pencils and crayons into var_A rows with var_B crayons and var_C pencils in each row. How many pencils does she have?,"1. Multiply the number of rows by the number of pencils in each row to find the total number of pencils.
2. Multiply the number of rows by the number of crayons in each row to find the total number of crayons.",var_A * var_C + var_B * var_C,"def solution(var_A, var_B, var_C):
    pencils = var_A * var_C
    crayons = var_B * var_A
    return pencils + crayons","{'var_A': 30.0, 'var_B': 71.0, 'var_C': 24.0}",True,'Code_Result'
Winter is almost here and most animals are migrating to warmer countries. 86 bird families flew away for the winter from near a mountain. If there were 45 bird families living near the mountain initially How many more bird families flew away for the winter than those that stayed behind?,Subtraction,127.0,-45.0,,-45.0,Winter is almost here and most animals are migrating to warmer countries. var_A bird families flew away for the winter from near a mountain. If there were var_B bird families living near the mountain initially How many more bird families flew away for the winter than those that stayed behind?,"1. Subtract the number of bird families that stayed behind from the initial number of bird families to find out how many bird families flew away for the winter.
2. Subtract the number of bird families that flew away from the number of bird families that stayed behind to find out how many more bird families flew away for the winter.","var_A = 5
var_B = 3
5 - 3 = 2
3 - 2 = 1","def solution(var_A, var_B):
    stayed = var_A
    flew_away = var_A - var_B
    more_flew_away = flew_away - stayed
    return more_flew_away","{'var_A': 86.0, 'var_B': 45.0}",False,
After finding some bottle caps at the park danny has 32 bottle caps in his collection. If he had 25 bottle caps in his collection earlier How many bottle caps did he find at the park?,Subtraction,7.0,7.0,7.0,7.0,After finding some bottle caps at the park danny has var_A bottle caps in his collection. If he had var_B bottle caps in his collection earlier How many bottle caps did he find at the park?,1. Subtract the number of bottle caps he had earlier from the total number of bottle caps he has now to find out how many he found at the park.,(var_A - var_B),"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 32.0, 'var_B': 25.0}",False,
Dan has $ 4. He bought a candy bar for $ 7 and a chocolate for $ 6. How much money did he spend buying the candy bar and chocolate?,Addition,13.0,3.0,3.0,3.0,Dan has $ var_A He bought a candy bar for $ var_B and a chocolate for $ var_C How much money did he spend buying the candy bar and chocolate?,"1. Subtract the cost of the candy bar from the total amount of money Dan has to find out how much he spent on the candy bar.
2. Add the cost of the chocolate to the amount spent on the candy bar.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    candy_bar_cost = var_A - var_B
    chocolate_cost = var_C
    total_spent = candy_bar_cost + chocolate_cost
    return total_spent","{'var_A': 4.0, 'var_B': 7.0, 'var_C': 6.0}",False,
White t - shirts can be purchased in packages. If mom buys 28 packages which contain 56 white t - shirts in total How many white t - shirts does each package have?,Common-Division,2.0,,0.0,1.0,White t - shirts can be purchased in packages. If mom buys var_A packages which contain var_B white t - shirts in total How many white t - shirts does each package have?,"1. Divide the total number of white t-shirts by the number of packages to find out how many white t-shirts are in each package.
2. Divide the number of packages by the number of white t-shirts in each package to find out how many white t-shirts are in each package.",var_A // var_B,"def solution(var_A, var_B):
    total_shirts = var_A * var_B
    shirts_per_package = total_shirts / var_A
    packages = var_B
    return shirts_per_package / packages","{'var_A': 28.0, 'var_B': 56.0}",True,'Code_Result'
Adam has 3 more apples than jackie. Adam has 9 apples. How many apples does Jackie have?,Subtraction,6.0,9,,9,Adam has var_A more apples than jackie. Adam has var_B apples. How many apples does Jackie have?,"1. Let's say Jackie has x apples.
2. Since Adam has 3 more apples than Jackie, Adam has x + 3 apples.
3. We know that Adam has 9 apples, so we can set up the equation x + 3 = 9.
4. Solve for x to find the number of apples Jackie has.","x + 3 = 9
x = 9 - 3
x = 6","def solution(var_A, var_B):
    x = 9 - 3
    return x + 3","{'var_A': 3.0, 'var_B': 9.0}",False,
Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies. How many sweet cookies did Paco have left?,Subtraction,7.0,28.0,,28.0,Paco had var_A sweet cookies and var_B salty cookies. He ate var_C sweet cookies and var_D salty cookies. How many sweet cookies did Paco have left?,"1. Subtract the number of sweet cookies Paco ate from the total number of sweet cookies to find out how many sweet cookies he has left.
2. Subtract the number of salty cookies Paco ate from the total number of salty cookies to find out how many salty cookies he has left.","var_A - var_C
var_B - var_D","def solution(var_A, var_B, var_C, var_D):
    sweet_cookies_left = var_A - var_C
    salty_cookies_left = var_B - var_D
    return sweet_cookies_left + salty_cookies_left","{'var_A': 22.0, 'var_B': 75.0, 'var_C': 15.0, 'var_D': 54.0}",False,
41 children were riding on the bus. At the bus stop some children got off the bus. Then there were 18 children left on the bus. How many more children were on the bus before the bus stop than there are now?,Subtraction,23.0,18.0,,18.0,var_A children were riding on the bus. At the bus stop some children got off the bus. Then there were var_B children left on the bus. How many more children were on the bus before the bus stop than there are now?,"1. Subtract the number of children who got off the bus from the original number of children to find out how many children were on the bus before the stop.
2. Subtract the number of children who are left now from the number of children who were on the bus before the stop to find out how many more children were on the bus before the stop than there are now.",(D - E) - (D - B),"def solution(var_A, var_B):
    original_children = var_A + var_B
    children_left = var_A
    more_children = original_children - children_left
    return more_children","{'var_A': 41.0, 'var_B': 18.0}",False,
Paco had 13 cookies. He ate 2 of them. Then he bought 36 more cookies How many more cookies did he buy than those he ate?,Subtraction,34.0,,47.0,-34.0,Paco had var_A cookies. He ate var_B of them. Then he bought var_C more cookies How many more cookies did he buy than those he ate?,"1. Subtract the number of cookies Paco ate from the total number of cookies he had to find out how many cookies he bought.
2. Subtract the number of cookies he bought from the number of cookies he ate to find out how many more cookies he bought than he ate.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    bought = var_A - var_B
    more_bought = var_B - var_C
    return more_bought","{'var_A': 13.0, 'var_B': 2.0, 'var_C': 36.0}",True,'Code_Result'
Bobby had 22 pieces of candy. He ate some pieces of candy. Then he ate 5 more. If he still has 8 pieces of candy left How many pieces of candy had he eaten at the start?,Subtraction,9.0,25.0,25.0,25.0,Bobby had var_A pieces of candy. He ate some pieces of candy. Then he ate var_B more. If he still has var_C pieces of candy left How many pieces of candy had he eaten at the start?,"1. Subtract the number of pieces of candy Bobby ate from the total number of pieces of candy he had to find out how many he ate.
2. Add the number of pieces of candy he ate to the number of pieces he had left to find out how many he started with.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    var_E = var_A - var_B
    var_F = var_E + var_C
    return var_F","{'var_A': 22.0, 'var_B': 5.0, 'var_C': 8.0}",False,
Josh had 22 marbles in his collection. He found 13 marbles ones while he lost 5 marbles. How many marbles does he have now?,Addition,30.0,14.0,14.0,14.0,Josh had var_A marbles in his collection. He found var_B marbles ones while he lost var_C marbles. How many marbles does he have now?,"1. Subtract the number of marbles Josh lost from the number of marbles he had to find out how many marbles he has now.
2. Add the number of marbles Josh found to the number of marbles he has now.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    marbles = var_A - var_B + var_C
    return marbles","{'var_A': 22.0, 'var_B': 13.0, 'var_C': 5.0}",False,
For the walls of the house he would use 11 nails in all to secure large planks of wood. If each plank needs 3 pieces of nails to be secured and an additional 8 nails were used. How many planks does John need for the house wall?,Common-Division,1.0,0.0,,0.0,For the walls of the house he would use var_A nails in all to secure large planks of wood. If each plank needs var_B pieces of nails to be secured and an additional var_C nails were used. How many planks does John need for the house wall?,"1. Subtract the additional nails used from the total number of nails to find the number of nails used for planks.
2. Divide the number of planks by the number of nails per plank to find the number of planks.",(D - (var_B + var_C)) / var_A,"def solution(var_A, var_B, var_C):
    nails_for_planks = var_A - var_B - var_C
    planks = nails_for_planks / var_B
    return planks","{'var_A': 11.0, 'var_B': 3.0, 'var_C': 8.0}",False,
A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes How many tomatoes and potatoes does he have left?,Subtraction,136.0,,124.0,"(124.0, -41.0)",A farmer had var_A tomatoes and var_B potatoes in his garden. If he picked var_C tomatoes How many tomatoes and potatoes does he have left?,"1. Subtract the number of tomatoes picked from the total number of tomatoes to find out how many tomatoes are left.
2. Subtract the number of potatoes picked from the total number of potatoes to find out how many potatoes are left.",(var_A - var_C),"def solution(var_A, var_B, var_C):
    tomatoes_left = var_A - var_C
    potatoes_left = var_B - var_C
    return tomatoes_left, potatoes_left","{'var_A': 177.0, 'var_B': 12.0, 'var_C': 53.0}",True,'Code_Result'
Jerry had some action figures on a shelf in his room. Later he added 7 more action figures to the shelf. If there are a total of 10 action figures on his shelf now How many action figures did he have initially on the shelf?,Subtraction,3.0,3.0,3.0,3.0,Jerry had some action figures on a shelf in his room. Later he added var_A more action figures to the shelf. If there are a total of var_B action figures on his shelf now How many action figures did he have initially on the shelf?,1. Subtract the number of action figures added from the total number of action figures now to find the number of action figures Jerry had initially.,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 7.0, 'var_B': 10.0}",False,
There are 384 oranges and 192 bananas in Philip's collection. If the bananas are organized into 345 groups and oranges are organized into 16 groups How big is each group of oranges?,Common-Division,24.0,,,,There are var_A oranges and var_B bananas in Philip's collection. If the bananas are organized into var_C groups and oranges are organized into var_D groups How big is each group of oranges?,"1. Divide the total number of oranges by the number of groups to find the size of each group.
2. Divide the total number of bananas by the number of groups to find the size of each group.",var_A / var_C var_B / var_D,"def solution(var_A, var_B, var_C, var_D):
    total_oranges = var_A + var_B
    total_bananas = var_B
    oranges_per_group = total_oranges / var_C
    bananas_per_group = total_bananas / var_D
    print(f""Oranges per group: {oranges_per_group}"")
    print(f""Bananas per group: {bananas_per_group}"")","{'var_A': 384.0, 'var_B': 192.0, 'var_C': 345.0, 'var_D': 16.0}",True,'Code_Result'
There are 4 different books and 17 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 7 of the movies How many more movies do you still have to watch?,Subtraction,10.0,,-5.0,0.0,There are var_A different books and var_B different movies in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies do you still have to watch?,"1. Find the total number of books and movies.
2. Subtract the number of books read from the total number of books to find out how many books are left.
3. Subtract the number of movies watched from the total number of movies to find out how many movies are left.",var_A + var_B - var_C - var_D,"def solution(var_A, var_B, var_C, var_D):
    total_books = var_A + var_B
    total_movies = var_B + var_C
    books_left = total_books - var_A
    movies_left = total_movies - var_C
    difference = books_left - movies_left
    return difference","{'var_A': 4.0, 'var_B': 17.0, 'var_C': 19.0, 'var_D': 7.0}",True,'Code_Result'
Steven has 14 peaches. Jake has 6 fewer peaches than Steven and 3 more peaches than Jill. How many peaches does Jill have?,Subtraction,5.0,9.0,,9.0,Steven has var_A peaches. Jake has var_B fewer peaches than Steven and var_C more peaches than Jill. How many peaches does Jill have?,"1. Subtract 6 from the number of peaches Steven has to find out how many peaches Jake has.
2. Add 3 to the number of peaches Jake has to find out how many peaches Jill has.",var_A - 6 + 3 var_B,"def solution(var_A, var_B, var_C):
    return var_B + 3","{'var_A': 14.0, 'var_B': 6.0, 'var_C': 3.0}",False,
Because of the decision Sofia asked the students to suggest specific types of food. 182 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If 166 more students suggested adding bacon than those that suggested mashed potatoes How many students suggested bacon?,Addition,348.0,174.0,,174.0,Because of the decision Sofia asked the students to suggest specific types of food. var_A students suggested adding mashed potatoes while others suggested adding bacon to the menu. If var_B more students suggested adding bacon than those that suggested mashed potatoes How many students suggested bacon?,"1. Let x be the number of students who suggested mashed potatoes.
2. Let x + 166 be the number of students who suggested bacon.
3. Set up the equation x + (x + 166) = 182 to find the number of students who suggested mashed potatoes.
4. Solve for x to find the number of students who suggested mashed potatoes.
5. Add 166 to the number of students who suggested mashed potatoes to find the number of students who suggested bacon.",D + (D + 166) = 182,"def solution(var_A, var_B):
    x = var_A
    x_plus_166 = var_B
    equation = x + (x + 166) - 182
    x = (182 - 166) / 2
    var_B = x + 166
    return var_B","{'var_A': 182.0, 'var_B': 166.0}",False,
