Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
Allan brought 5 balloons. If Allan and Jake brought total of 6 balloons to the park How many balloons did Jake bring to the park?,Subtraction,1.0,,,,Allan brought var_A balloons. If Allan and Jake brought total of var_B balloons to the park How many balloons did Jake bring to the park?,"To solve this problem, we need to use the concept of subtraction. 

1. Start with the initial number of balloons Allan brought: 5
2. Subtract the number of balloons Allan brought from the total number of balloons: 6 - 5 = 1
3. The result is the number of balloons Jake brought to the park.",var_B = 6 - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 5.0, 'var_B': 6.0}",True,"must be real number, not NoneType"
Danny collects bottle caps and wrappers. He found 66 wrappers and 39 bottle caps at the park. Now he has 16 bottle caps and 68 wrappers in his collection. How many wrappers did danny have at first?,Subtraction,2.0,,,,Danny collects bottle caps and wrappers. He found var_A wrappers and var_B bottle caps at the park. Now he has var_C bottle caps and var_D wrappers in his collection. How many wrappers did danny have at first?,"To solve this problem, we can use the concept of subtraction. 

1. Let's say Danny had x wrappers and y bottle caps initially.
2. We know that he found 66 wrappers and 39 bottle caps at the park.
3. After the park visit, he has 16 bottle caps and 68 wrappers in his collection.
4. We can set up the equation: x - 66 + y - 39 = 16 + 68
5. Simplifying the equation: x + y - 92 = 84
6. Adding 92 to both sides of the equation: x + y = 176
7. We know that x + y = 176, and we also know that x = 16 and y = 68. 
8. We can substitute these values into the equation to find the initial number of wrappers: 16 + 68 = 84","var_A = 66
var_B = 39
var_C = 16
var_D = 68

print(var_A + var_B - var_C + var_D)","def solution(var_A, var_B, var_C, var_D):
    return var_A + var_B - 92 + var_C + var_D","{'var_A': 66.0, 'var_B': 39.0, 'var_C': 16.0, 'var_D': 68.0}",True,"must be real number, not NoneType"
David did 51 push-ups in gym class today. David did 49 more push-ups than Zachary. How many push-ups did Zachary and David do altogether?,Subtraction,53.0,,,,David did var_A push - ups in gym class today. David did var_B more push - ups than Zachary. How many push - ups did Zachary and David do altogether?,"Here are the rough steps to solve the problem:

1. Let's say Zachary did x push-ups.
2. Since David did 49 more push-ups than Zachary, David did x + 49 push-ups.
3. We know that David did 51 push-ups, so we can set up the equation: x + 49 = 51
4. To solve for x, we need to isolate x. We can do this by subtracting 49 from both sides of the equation: x = 51 - 49
5. x = 2
6. Now that we know Zachary did 2 push-ups, we can find the total number of push-ups David and Zachary did altogether by adding their individual push-ups: 2 + 2 = 4",var_A + var_B = 4,"def solution(var_A, var_B):
    x = 2
    total_push_ups = x + (var_B + 49)
    return total_push_ups","{'var_A': 51.0, 'var_B': 49.0}",True,"must be real number, not NoneType"
During summer break 819058 kids from Lawrence county go to camp and the other 668278 kids stay home. How many more kids spent their summer break at the camp compared to those who stayed home?,Subtraction,150780.0,,,,During summer break var_A kids from Lawrence county go to camp and the other var_B kids stay home. How many more kids spent their summer break at the camp compared to those who stayed home?,"To find the difference in the number of kids who went to camp versus those who stayed home, we need to subtract the number of kids who stayed home from the number who went to camp.

Here are the rough steps:

1. Let x be the number of kids who went to camp.
2. Let y be the number of kids who stayed home.
3. We know that x + y = 819058 (the total number of kids who went to camp).
4. We also know that y = 668278 (the number of kids who stayed home).
5. To find the difference, we can subtract y from x: x - y =?

Answer: x - y = 819058 - 668278",x - y = 819058 - 668278,"def solution(var_A, var_B):
    x = var_A + var_B
    y = var_B
    return x - y","{'var_A': 819058.0, 'var_B': 668278.0}",True,"must be real number, not NoneType"
"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 317 visitors came to the Buckingham palace that day. If there were 295 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",Subtraction,22.0,,22.0,-22.0,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that var_A visitors came to the Buckingham palace that day. If there were var_B visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?","To find the difference in the number of visitors between the two days, we need to find the difference between the number of visitors on the two days. 

Let's break it down:

1. Find the difference between the number of visitors on the two days:
   Difference = Number of visitors on the current day - Number of visitors on the previous day
   Difference = 317 - 295
   Difference = 22

2. This difference is the number of additional visitors who visited the Buckingham palace on the current day compared to the previous day.",var_A - var_B,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 317.0, 'var_B': 295.0}",True,'Code_Result'
If each pack costs 81 dollars How much will it cost to buy 33 packs of dvds?,Multiplication,2673.0,,,,If each pack costs var_A dollars How much will it cost to buy var_B packs of dvds?,"To solve this problem, we can break it down into the following steps:

1. First, we need to find the total cost of buying 33 packs of DVDs. We know that each pack costs $81. So, we multiply the cost of one pack by the number of packs:
$81 * 33 =?

2. To find the total cost, we can use the formula for multiplication:
$81 * 33 = 2,743

3. Now, we have the total cost of buying 33 packs of DVDs.","81 * 33 = 2,743","def solution(var_A, var_B):
    return var_A * 33","{'var_A': 81.0, 'var_B': 33.0}",True,"must be real number, not NoneType"
There are 8 different books and 10 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 61 of the movies How many more movies than books are there in the ' crazy silly school ' series?,Subtraction,2.0,,-1.0,62.0,There are var_A different books and var_B different movies in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies than books are there in the ' crazy silly school ' series?,"To solve this problem, we need to find the difference between the number of movies and books.

1. First, we need to find the total number of books and movies in the series. 
   - Total books = Number of books + Number of books
   - Total books = 8 + 10
   - Total books = 18

2. Now, we need to find the total number of movies. 
   - Total movies = Number of movies + Number of movies
   - Total movies = 61 + 61
   - Total movies = 122

3. Now, we need to find the difference between the number of movies and books. 
   - Difference = Total movies - Total books
   - Difference = 122 - 18
   - Difference = 104

So, there are 104 more movies than books in the 'crazy silly school' series.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C, var_D):
    total_books = var_A + var_B
    total_movies = var_C + var_D
    difference = total_movies - total_books
    return difference","{'var_A': 8.0, 'var_B': 10.0, 'var_C': 19.0, 'var_D': 61.0}",True,'Code_Result'
There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all baskets How many baskets of peaches are there?,Common-Division,1.0,,,,There are some baskets of peaches. Each basket has var_A red peaches and var_B green peaches. If there are a total of var_C peaches in all baskets How many baskets of peaches are there?,"To solve this problem, we can use the following steps:

1. Let's say there are x baskets of peaches.
2. Each basket has 4 red peaches and 3 green peaches.
3. The total number of peaches in all baskets is the sum of the number of red peaches and the number of green peaches.
4. We know that the total number of peaches is 7.
5. So, we can set up the equation: 4x + 3x = 7
6. Combine like terms: 7x = 7
7. Divide both sides by 7: x = 1
8. Therefore, there is 1 basket of peaches.","4x + 3x = 7
7x = 7
x = 1","def solution(var_A, var_B, var_C):
    return (var_A + 3 * var_B) / 4","{'var_A': 4.0, 'var_B': 3.0, 'var_C': 7.0}",True,"must be real number, not NoneType"
Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans. How many more bags did she find on the next day than she had on monday?,Subtraction,5.0,,,,Tiffany was collecting cans for recycling. On monday she had var_A bags of cans. The next day she found var_B more bags worth of cans. How many more bags did she find on the next day than she had on monday?,"Here are the rough steps to solve the problem:

1. Let's start with what we know: 
   - Monday: 7 bags of cans
   - Tuesday: 7 + 12 = 19 bags of cans

2. Now, let's think about what we want to find: 
   - How many more bags did Tiffany find on Tuesday than she had on Monday?

3. To find the difference, we need to subtract the number of bags she had on Monday from the number of bags she had on Tuesday:
   - 19 - 7 = 12

So, Tiffany found 12 more bags of cans on Tuesday than she had on Monday.",7 - 7 = 0,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 7.0, 'var_B': 12.0}",True,"must be real number, not NoneType"
Dan has $ 5. He bought a candy bar for $ 2 and a chocolate for $ 3. How much money did he spend to buy chocolate than he did to buy candy bar?,Subtraction,1.0,,,,Dan has $ var_A He bought a candy bar for $ var_B and a chocolate for $ var_C How much money did he spend to buy chocolate than he did to buy candy bar?,"To find the difference in the amount of money Dan spent on candy and chocolate, we need to find the difference between the two amounts.

1. First, we need to find the amount Dan spent on candy.
   - Dan has $5.
   - He bought a candy bar for $2.
   - So, the amount spent on candy is $5 - $2 = $3.

2. Now, we need to find the amount Dan spent on chocolate.
   - Dan has $5.
   - He bought a candy bar for $2.
   - So, the amount spent on chocolate is $5 - $2 = $3.

3. The difference between the amount spent on candy and chocolate is $3 - $3 = $0.

So, Dan spent the same amount on candy and chocolate.","var_A = 5
var_B = 2
var_C = var_A - var_B
print(var_C)","def solution(var_A, var_B, var_C):
    candy_cost = var_A - var_B
    chocolate_cost = var_A - var_C
    difference = candy_cost - chocolate_cost
    return difference","{'var_A': 5.0, 'var_B': 2.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
We ordered some pizzas. Each pizza has 2 slices. If there were a total of 28 slices How many pizzas did we order?,Common-Division,14.0,,,,We ordered some pizzas. Each pizza has var_A slices. If there were a total of var_B slices How many pizzas did we order?,"Here are the rough steps to solve the problem:

1. We know that each pizza has 2 slices.
2. We know that there were a total of 28 slices.
3. To find the number of pizzas, we need to divide the total number of slices by the number of slices per pizza.
4. This can be represented as: Number of pizzas = Total number of slices / Number of slices per pizza
5. We can plug in the values: Number of pizzas = 28 / 2",28 / 2 = 14,"def solution(var_A, var_B):
    return var_B // 2","{'var_A': 2.0, 'var_B': 28.0}",True,"must be real number, not NoneType"
An industrial machine made 9 shirts yesterday and 44 shirts today. It can make 3 shirts a minute. How many minutes did the machine work yesterday?,Common-Division,3.0,,,,An industrial machine made var_A shirts yesterday and var_B shirts today. It can make var_C shirts a minute. How many minutes did the machine work yesterday?,"To solve this problem, we can use the concept of work rate. 

Let's break it down:

1. The machine made 9 shirts yesterday.
2. The machine made 44 shirts today.
3. We know the machine can make 3 shirts per minute.
4. To find the total number of shirts made, we need to add the number of shirts made yesterday and today.
5. Total shirts made = 9 + 44 = 53
6. Since the machine can make 3 shirts per minute, we can find the total time taken by dividing the total number of shirts made by the rate of work.
7. Time taken = Total shirts made / Rate of work = 53 / 3 = 17.67 minutes

So, the machine worked for approximately 17.67 minutes yesterday.",var_A + var_B + var_C = 53,"def solution(var_A, var_B, var_C):
    return (var_A + var_B) * var_C / 3","{'var_A': 9.0, 'var_B': 44.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
Jessie weighed 114 kilograms. After she started to go jogging everyday she lost 50 kilograms in the first week and 60 kilograms in the second week. How much does she weigh now?,Subtraction,4.0,,4,-50.0,Jessie weighed var_A kilograms. After she started to go jogging everyday she lost var_B kilograms in the first week and var_C kilograms in the second week. How much does she weigh now?,"Here are the rough steps to solve the problem:

1. Calculate Jessie's initial weight: Jessie's initial weight = 114 kilograms
2. Calculate the total weight lost: Total weight lost = 50 kilograms + 60 kilograms
3. Subtract the total weight lost from Jessie's initial weight: Jessie's current weight = Initial weight - Total weight lost
4. Calculate Jessie's current weight: Jessie's current weight = 114 kilograms - 110 kilograms (50 kilograms + 60 kilograms)
5. Jessie's current weight = 4 kilograms",114 - (50 + 60),"def solution(var_A, var_B, var_C):
    initial_weight = var_A
    total_weight_lost = var_A + var_B
    weight_now = initial_weight - total_weight_lost
    return weight_now","{'var_A': 114.0, 'var_B': 50.0, 'var_C': 60.0}",True,'Code_Result'
Matthew gave 6 crackers to each his friends. If he had 36 crackers How many friends did he give crackers to?,Common-Division,6.0,,,,Matthew gave var_A crackers to each his friends. If he had var_B crackers How many friends did he give crackers to?,"To solve this problem, we can use the following steps:

1. Let's say Matthew gave crackers to x friends.
2. Since Matthew gave 6 crackers to each friend, the total number of crackers given is 6x.
3. We know that Matthew had 36 crackers, so we can set up the equation 6x = 36 to find the number of friends.
4. Solving for x, we get x = 36 / 6 = 6.
5. Therefore, Matthew gave crackers to 6 friends.",6*x,"def solution(var_A, var_B):
    return (var_B - var_A) // 6","{'var_A': 6.0, 'var_B': 36.0}",True,"must be real number, not NoneType"
Faye was placing her pencils and crayons into 30 rows with 71 crayons and 24 pencils in each row. How many pencils does she have?,Multiplication,720.0,,2130,51120.0,Faye was placing her pencils and crayons into var_A rows with var_B crayons and var_C pencils in each row. How many pencils does she have?,"Here are the rough steps to solve the problem:

1. Faye has 30 rows of pencils and crayons.
2. Each row has 71 crayons.
3. Faye has 24 pencils in each row.
4. To find the total number of pencils, multiply the number of rows by the number of pencils in each row.
5. Multiply 30 (rows) by 71 (crayons per row) to get 30 x 71 = 2130.
6. Faye has 2130 pencils.",2130,"def solution(var_A, var_B, var_C):
    return var_A * var_B * var_C","{'var_A': 30.0, 'var_B': 71.0, 'var_C': 24.0}",True,'Code_Result'
Matthew gave equal numbers of crackers and cakes to his 28 friends. If he had 13 crackers and 15 cakes initially How many crackers and cakes did each person eat?,Common-Division,1.0,,,,Matthew gave equal numbers of crackers and cakes to his var_A friends. If he had var_B crackers and var_C cakes initially How many crackers and cakes did each person eat?,"Here are the rough steps to solve the problem:

1. Let's say Matthew gave x crackers and y cakes to his friends.
2. We know that Matthew had 13 crackers and 15 cakes initially, so we can set up the following equations:
   x = 13
   y = 15
3. We also know that Matthew gave an equal number of crackers and cakes to each of his 28 friends, so we can set up the following equation:
   x = 28z
   y = 28z
4. We can substitute the value of x from the first equation into the second equation:
   13 = 28z
5. We can solve for z by dividing both sides by 28:
   z = 13 / 28
6. z = 0.464 (approximately)
7. Now that we know z, we can find the number of crackers and cakes each person ate:
   crackers = 13
   cakes =","13 = 28z
z = 13 / 28
13 = 13/28 * 28
13 = 13","def solution(var_A, var_B, var_C):
    z = (var_A * var_B) / 28
    return var_A, var_B - var_A, var_B - var_C","{'var_A': 28.0, 'var_B': 13.0, 'var_C': 15.0}",True,"must be real number, not NoneType"
After finding some bottle caps at the park danny has 32 bottle caps in his collection. If he had 25 bottle caps in his collection earlier How many bottle caps did he find at the park?,Subtraction,7.0,,,,After finding some bottle caps at the park danny has var_A bottle caps in his collection. If he had var_B bottle caps in his collection earlier How many bottle caps did he find at the park?,"Here are the rough steps to solve the problem:

1. Start with the initial number of bottle caps: 32
2. Subtract the number of bottle caps Danny already had: 32 - 25 = 7
3. The number of bottle caps found at the park is equal to the result of step 2.",32 - 25 = 7,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 32.0, 'var_B': 25.0}",True,"must be real number, not NoneType"
Winter is almost here and most animals are migrating to warmer countries. 86 bird families flew away for the winter from near a mountain. If there were 45 bird families living near the mountain initially How many more bird families flew away for the winter than those that stayed behind?,Subtraction,127.0,,,,Winter is almost here and most animals are migrating to warmer countries. var_A bird families flew away for the winter from near a mountain. If there were var_B bird families living near the mountain initially How many more bird families flew away for the winter than those that stayed behind?,"To solve this problem, we need to find the difference between the number of bird families that flew away and those that stayed behind.

Let's break it down:

1. We know that 86 bird families flew away for the winter.
2. We also know that there were 45 bird families living near the mountain initially.
3. To find the number of bird families that stayed behind, we need to subtract the number of bird families that flew away from the initial number of bird families.

Let's call the number of bird families that stayed behind ""x"". We can set up the equation:

x + 86 = 45

Subtracting 86 from both sides gives us:

x = 45 - 86
x = -41

So, the number of bird families that stayed behind is -41.",45 - 86 = -41,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 86.0, 'var_B': 45.0}",True,"must be real number, not NoneType"
Dan has $ 4. He bought a candy bar for $ 7 and a chocolate for $ 6. How much money did he spend buying the candy bar and chocolate?,Addition,13.0,,17.0,13.0,Dan has $ var_A He bought a candy bar for $ var_B and a chocolate for $ var_C How much money did he spend buying the candy bar and chocolate?,"Here are the rough steps to solve the problem:

1. Add the cost of the candy bar and the chocolate.
2. Subtract the cost of the candy bar from the total amount of money Dan has.
3. Add the cost of the chocolate to the result from step 2.

Answer: $7 + $6 = $13",var_A + var_B + var_C,"def solution(var_A, var_B, var_C):
    total = var_A + var_B
    total -= var_A
    total += var_C
    return total","{'var_A': 4.0, 'var_B': 7.0, 'var_C': 6.0}",True,'Code_Result'
Adam has 3 more apples than jackie. Adam has 9 apples. How many apples does Jackie have?,Subtraction,6.0,,,,Adam has var_A more apples than jackie. Adam has var_B apples. How many apples does Jackie have?,"Here are the rough steps to solve the problem:

1. Let's say Jackie has x apples.
2. Since Adam has 3 more apples than Jackie, we can say that Adam has x + 3 apples.
3. We know that Adam has 9 apples, so we can set up the equation x + 3 = 9.
4. To solve for x, we need to isolate the variable x. We can do this by subtracting 3 from both sides of the equation.
5. This will give us x = 6.

So, Jackie has 6 apples.",var_A + 3 = 9,"def solution(var_A, var_B):
    x = var_B + 3
    return x - 3","{'var_A': 3.0, 'var_B': 9.0}",True,"must be real number, not NoneType"
White t - shirts can be purchased in packages. If mom buys 28 packages which contain 56 white t - shirts in total How many white t - shirts does each package have?,Common-Division,2.0,,,,White t - shirts can be purchased in packages. If mom buys var_A packages which contain var_B white t - shirts in total How many white t - shirts does each package have?,"To find the number of white t-shirts per package, we can use the following steps:

1. Let's say the number of white t-shirts per package is x.
2. We know that the total number of white t-shirts is 56.
3. We also know that the total number of packages is 28.
4. We can set up an equation to represent the situation: x * 28 = 56
5. To solve for x, we can divide both sides of the equation by 28: x = 56 / 28
6. Simplifying the equation, we get: x = 2

So, each package contains 2 white t-shirts.","var_A * var_B = 56
x = var_A / var_B","def solution(var_A, var_B):
    return var_B / var_A","{'var_A': 28.0, 'var_B': 56.0}",True,"must be real number, not NoneType"
Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies. How many sweet cookies did Paco have left?,Subtraction,7.0,,,,Paco had var_A sweet cookies and var_B salty cookies. He ate var_C sweet cookies and var_D salty cookies. How many sweet cookies did Paco have left?,"Here are the rough steps to solve the problem:

1. Start with the initial number of sweet cookies: 22
2. Subtract the number of sweet cookies Paco ate: 22 - 15 = 7
3. Add the number of salty cookies Paco ate: 7 + 54 = 61
4. Subtract the number of salty cookies Paco ate from the total number of salty cookies: 75 - 61 = 14","22 - 15 = 7
7 + 54 = 61
61 - 61 = 0","def solution(var_A, var_B, var_C, var_D):
    var_A -= var_B
    var_B += var_C
    var_C -= var_D
    var_D -= var_A
    return var_A, var_B, var_C, var_D","{'var_A': 22.0, 'var_B': 75.0, 'var_C': 15.0, 'var_D': 54.0}",True,"must be real number, not NoneType"
Paco had 13 cookies. He ate 2 of them. Then he bought 36 more cookies How many more cookies did he buy than those he ate?,Subtraction,34.0,,11,11.0,Paco had var_A cookies. He ate var_B of them. Then he bought var_C more cookies How many more cookies did he buy than those he ate?,"Here are the rough steps to solve the problem:

1. Start with the initial number of cookies Paco had: 13
2. Subtract the number of cookies Paco ate: 13 - 2 = 11
3. Add the number of cookies Paco bought: 11 + 36 = 47
4. Subtract the number of cookies Paco bought from the number of cookies he ate: 47 - 36 = 11",13 - 2 + 36 - 36,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C - var_C","{'var_A': 13.0, 'var_B': 2.0, 'var_C': 36.0}",True,'Code_Result'
