Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
Danny collects bottle caps and wrappers. He found 66 wrappers and 39 bottle caps at the park. Now he has 16 bottle caps and 68 wrappers in his collection. How many wrappers did danny have at first?,Subtraction,2.0,21.0,21.0,21.0,Danny collects bottle caps and wrappers. He found var_A wrappers and var_B bottle caps at the park. Now he has var_C bottle caps and var_D wrappers in his collection. How many wrappers did danny have at first?,"To find the number of wrappers Danny had at first, we need to subtract the number of bottle caps he has now from the number of bottle caps he has now and the number of wrappers he has now.

Let's break it down:

1. Number of bottle caps Danny has now: 16
2. Number of bottle caps Danny has now: 39
3. Number of bottle caps Danny has now: 16
4. Number of bottle caps Danny has now: 39
5. Number of bottle caps Danny has now: 16
6. Number of bottle caps Danny has now: 39
7. Number of bottle caps Danny has now: 16
8. Number of bottle caps Danny has now: 39
9. Number of bottle caps Danny has now: 16
10. Number of bottle caps Danny has now: 39
11. Number of bottle caps Danny has now: 16
12. Number of bottle caps Danny has now:",var_A + var_B - var_C - var_D,"def solution(var_A, var_B, var_C, var_D):
    return var_A + var_B - var_C - var_D","{'var_A': 66.0, 'var_B': 39.0, 'var_C': 16.0, 'var_D': 68.0}",False,
Allan brought 5 balloons. If Allan and Jake brought total of 6 balloons to the park How many balloons did Jake bring to the park?,Subtraction,1.0,1.0,,1.0,Allan brought var_A balloons. If Allan and Jake brought total of var_B balloons to the park How many balloons did Jake bring to the park?,"To solve this problem, we need to subtract the number of balloons Allan brought from the total number of balloons. 

1. Start with the number of balloons Allan brought: 5
2. Subtract the number of balloons Allan brought from the total number of balloons: 6 - 5 = 1
3. The result is the number of balloons Jake brought to the park.",var_B = 6 - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 5.0, 'var_B': 6.0}",False,
David did 51 push-ups in gym class today. David did 49 more push-ups than Zachary. How many push-ups did Zachary and David do altogether?,Subtraction,53.0,,53,149.0,David did var_A push - ups in gym class today. David did var_B more push - ups than Zachary. How many push - ups did Zachary and David do altogether?,"To solve this problem, we need to find the total number of push-ups David and Zachary did. 

1. Let's say Zachary did x push-ups.
2. Since David did 49 more push-ups than Zachary, David did x + 49 push-ups.
3. We know that David did 51 push-ups, so we can set up the equation: x + 49 = 51
4. Solving for x, we get x = 2
5. So, Zachary did 2 push-ups and David did 2 + 49 = 51 push-ups.
6. To find the total number of push-ups David and Zachary did, we add their push-ups: 2 + 51 = 53",2 + 51,"def solution(var_A, var_B):
    x = var_A + 49
    return x + var_B","{'var_A': 51.0, 'var_B': 49.0}",True,'Code_Result'
During summer break 819058 kids from Lawrence county go to camp and the other 668278 kids stay home. How many more kids spent their summer break at the camp compared to those who stayed home?,Subtraction,150780.0,,150780,819058.0,During summer break var_A kids from Lawrence county go to camp and the other var_B kids stay home. How many more kids spent their summer break at the camp compared to those who stayed home?,"To find the difference in the number of kids who went to camp versus those who stayed home, we need to subtract the number of kids who stayed home from the number who went to camp.

Here are the rough steps:

1. Add the number of kids who went to camp (819058) and the number of kids who stayed home (668278).
2. Subtract the number of kids who stayed home (668278) from the number who went to camp (819058).
3. The result will give us the difference in the number of kids who went to camp versus those who stayed home.",819058 - 668278,"def solution(var_A, var_B):
    total = var_A + var_B
    difference = total - var_B
    return difference","{'var_A': 819058.0, 'var_B': 668278.0}",True,'Code_Result'
"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 317 visitors came to the Buckingham palace that day. If there were 295 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",Subtraction,22.0,22.0,,22.0,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that var_A visitors came to the Buckingham palace that day. If there were var_B visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?","To find the difference in the number of visitors between the two days, we need to subtract the number of visitors on the previous day from the number of visitors on the current day.

1. Subtract the number of visitors on the previous day (295) from the number of visitors on the current day (317):
317 - 295 = 22

So, there were 22 more visitors to the Buckingham palace on the current day than on the previous day.",317 - 295 = 22,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 317.0, 'var_B': 295.0}",False,
If each pack costs 81 dollars How much will it cost to buy 33 packs of dvds?,Multiplication,2673.0,2673.0,,2673.0,If each pack costs var_A dollars How much will it cost to buy var_B packs of dvds?,"To find the total cost of buying 33 packs of DVDs, we need to multiply the cost of one pack by the number of packs.

1. Multiply the cost of one pack ($81) by the number of packs (33):
$81 x 33 =?

2. Calculate the total cost:
$81 x 33 = $2,693","$81 * 33 = 2,693","def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 81.0, 'var_B': 33.0}",False,
There are 8 different books and 10 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 61 of the movies How many more movies than books are there in the ' crazy silly school ' series?,Subtraction,2.0,,53.0,-62.0,There are var_A different books and var_B different movies in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies than books are there in the ' crazy silly school ' series?,"To find the difference between the number of books and movies, we need to find the total number of books and movies first. 

Let's start by finding the total number of books and movies:
- Number of books = 8
- Number of movies = 10
- Total number of books and movies = 8 + 10 = 18

Now, let's find the difference between the number of books and movies:
- Difference = Total number of books and movies - Number of books
- Difference = 18 - 8
- Difference = 10

So, there are 10 more movies than books in the 'crazy silly school' series.",var_D - var_A,"def solution(var_A, var_B, var_C, var_D):
    total_books = var_A + var_B
    total_movies = var_C + var_D
    difference = total_books - total_movies
    return difference","{'var_A': 8.0, 'var_B': 10.0, 'var_C': 19.0, 'var_D': 61.0}",True,'Code_Result'
There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all baskets How many baskets of peaches are there?,Common-Division,1.0,1,,1,There are some baskets of peaches. Each basket has var_A red peaches and var_B green peaches. If there are a total of var_C peaches in all baskets How many baskets of peaches are there?,"To solve this problem, we can use the following steps:

1. Let's say there are x baskets of peaches.
2. Each basket has 4 red peaches and 3 green peaches.
3. The total number of peaches in all baskets is the sum of the number of red peaches and the number of green peaches.
4. We know that the total number of peaches is 7.
5. So, we can set up the equation: 4x + 3x = 7
6. Combine like terms: 7x = 7
7. Divide both sides by 7: x = 1
8. Therefore, there is 1 basket of peaches.",4x + 3x = 7,"def solution(var_A, var_B, var_C):
    return 1","{'var_A': 4.0, 'var_B': 3.0, 'var_C': 7.0}",False,
Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans. How many more bags did she find on the next day than she had on monday?,Subtraction,5.0,,12.0,12.0,Tiffany was collecting cans for recycling. On monday she had var_A bags of cans. The next day she found var_B more bags worth of cans. How many more bags did she find on the next day than she had on monday?,"To find the difference in the number of bags of cans Tiffany found on the next day compared to the number she had on Monday, we need to follow these steps:

1. Calculate the total number of bags of cans Tiffany had on Monday.
   - She had 7 bags on Monday.
   - She found 12 more bags on the next day.
   - Total bags on Monday = 7 + 12 = 19

2. Calculate the total number of bags of cans Tiffany found on the next day.
   - She found 12 more bags on the next day.
   - Total bags on the next day = 19 + 12 = 31

3. Find the difference between the total number of bags found on the next day and the total number of bags found on Monday.
   - Difference = Total bags on the next day - Total bags on Monday
   - Difference = 31 - 19 = 12",var_A + var_B - 7,"def solution(var_A, var_B):
    total_monday = var_A + var_B
    total_next_day = var_A + var_B + 12
    difference = total_next_day - total_monday
    return difference","{'var_A': 7.0, 'var_B': 12.0}",True,'Code_Result'
Dan has $ 5. He bought a candy bar for $ 2 and a chocolate for $ 3. How much money did he spend to buy chocolate than he did to buy candy bar?,Subtraction,1.0,,3.0,-1.0,Dan has $ var_A He bought a candy bar for $ var_B and a chocolate for $ var_C How much money did he spend to buy chocolate than he did to buy candy bar?,"To find the difference in the amount of money Dan spent on candy and chocolate, we need to subtract the cost of the candy bar from the cost of the chocolate.

1. Subtract the cost of the candy bar ($2) from the cost of the chocolate ($3).
2. The result is the difference in the amount of money Dan spent on candy and chocolate.

The answer is: $1",var_A - var_B,"def solution(var_A, var_B, var_C):
    return var_B - var_C","{'var_A': 5.0, 'var_B': 2.0, 'var_C': 3.0}",True,'Code_Result'
We ordered some pizzas. Each pizza has 2 slices. If there were a total of 28 slices How many pizzas did we order?,Common-Division,14.0,14.0,,14.0,We ordered some pizzas. Each pizza has var_A slices. If there were a total of var_B slices How many pizzas did we order?,"Here are the rough steps to solve the problem:

1. We know that each pizza has 2 slices.
2. We know that there were a total of 28 slices.
3. To find the number of pizzas, we need to divide the total number of slices by the number of slices per pizza.
4. We can represent this as: Number of pizzas = Total number of slices / Number of slices per pizza
5. Let's assume the number of pizzas is x.
6. Then, the equation becomes: x = 28 / 2
7. Solving for x, we get: x = 14

So, we ordered 14 pizzas.",x = 28 / 2,"def solution(var_A, var_B):
    return var_B // 2","{'var_A': 2.0, 'var_B': 28.0}",False,
An industrial machine made 9 shirts yesterday and 44 shirts today. It can make 3 shirts a minute. How many minutes did the machine work yesterday?,Common-Division,3.0,,17.666666666666668,17.666666666666668,An industrial machine made var_A shirts yesterday and var_B shirts today. It can make var_C shirts a minute. How many minutes did the machine work yesterday?,"To find the total number of minutes the machine worked yesterday, we need to calculate the total number of shirts made and divide it by the rate at which the machine makes shirts.

1. First, we need to find the total number of shirts made by the machine yesterday. We know the machine made 9 shirts yesterday and 44 shirts today. So, the total number of shirts made is 9 + 44 = 53.
2. Now, we need to find the rate at which the machine makes shirts. We know the machine makes 3 shirts a minute. So, the rate is 3 shirts per minute.
3. To find the total number of minutes the machine worked yesterday, we need to divide the total number of shirts made (53) by the rate at which the machine makes shirts (3 shirts per minute). 
   53 / 3 = 17.67 minutes",53 / 3,"def solution(var_A, var_B, var_C):
    total_shirts = var_A + var_B
    rate = var_C
    minutes_worked = total_shirts / rate
    return minutes_worked","{'var_A': 9.0, 'var_B': 44.0, 'var_C': 3.0}",True,'Code_Result'
Jessie weighed 114 kilograms. After she started to go jogging everyday she lost 50 kilograms in the first week and 60 kilograms in the second week. How much does she weigh now?,Subtraction,4.0,-110.0,,-110.0,Jessie weighed var_A kilograms. After she started to go jogging everyday she lost var_B kilograms in the first week and var_C kilograms in the second week. How much does she weigh now?,"Here are the rough steps to solve the problem:

1. Calculate Jessie's initial weight: 114 kg
2. Subtract the weight lost in the first week: 114 - 50 = 64 kg
3. Subtract the weight lost in the second week: 64 - 60 = 4 kg
4. The final weight of Jessie is: 114 - 4 = 110 kg",114 - 50 - 60 = 4,"def solution(var_A, var_B, var_C):
    return 114 - var_A - var_B - var_C","{'var_A': 114.0, 'var_B': 50.0, 'var_C': 60.0}",False,
Matthew gave 6 crackers to each his friends. If he had 36 crackers How many friends did he give crackers to?,Common-Division,6.0,0.0,,0.0,Matthew gave var_A crackers to each his friends. If he had var_B crackers How many friends did he give crackers to?,"To solve this problem, we need to find the number of friends Matthew gave crackers to. 

1. Let's say Matthew gave crackers to 'x' friends.
2. We know that Matthew gave 6 crackers to each friend, so the total number of crackers given is 6x.
3. We also know that Matthew had 36 crackers.
4. Since the total number of crackers given is equal to the total number of crackers Matthew had, we can set up the equation: 6x = 36
5. To solve for x, we can divide both sides of the equation by 6: x = 36 / 6
6. x = 6

So, Matthew gave crackers to 6 friends.",6*x,"def solution(var_A, var_B):
    return var_A // var_B","{'var_A': 6.0, 'var_B': 36.0}",False,
Matthew gave equal numbers of crackers and cakes to his 28 friends. If he had 13 crackers and 15 cakes initially How many crackers and cakes did each person eat?,Common-Division,1.0,"(1.4642857142857142, 1.5357142857142858)",,"(1.4642857142857142, 1.5357142857142858)",Matthew gave equal numbers of crackers and cakes to his var_A friends. If he had var_B crackers and var_C cakes initially How many crackers and cakes did each person eat?,"To solve this problem, we need to find the number of crackers and cakes each person ate. 

1. Let's start by finding the total number of crackers and cakes Matthew had initially. 
   Matthew had 13 crackers and 15 cakes, so the total number of crackers and cakes is 13 + 15 = 28.

2. Since Matthew gave equal numbers of crackers and cakes to his 28 friends, we can divide the total number of crackers and cakes by 28 to find the number of crackers and cakes each person ate. 
   Number of crackers each person ate = Total crackers / 28 = 13 / 28 = 0.46 (approximately)
   Number of cakes each person ate = Total cakes / 28 = 15 / 28 = 0.53 (approximately)

3. To find the exact number of crackers and cakes each person ate, we can multiply the number of crackers each person ate by 28. 
   Number of crackers each","var_A = 13
var_B = 15
var_C = 28
print(var_A / var_B)","def solution(var_A, var_B, var_C):
    total_crackers = var_A + var_B
    total_cakes = var_A + var_C
    crackers_per_person = total_crackers / 28
    cakes_per_person = total_cakes / 28
    return crackers_per_person, cakes_per_person","{'var_A': 28.0, 'var_B': 13.0, 'var_C': 15.0}",False,
Faye was placing her pencils and crayons into 30 rows with 71 crayons and 24 pencils in each row. How many pencils does she have?,Multiplication,720.0,51120.0,,51120.0,Faye was placing her pencils and crayons into var_A rows with var_B crayons and var_C pencils in each row. How many pencils does she have?,"To find the total number of pencils Faye has, we need to multiply the number of rows by the number of pencils in each row. 

1. Multiply the number of rows (30) by the number of pencils in each row (71).
2. The result is 30 x 71 = 2130.",30 * 71 = 2130,"def solution(var_A, var_B, var_C):
    return var_A * var_B * var_C","{'var_A': 30.0, 'var_B': 71.0, 'var_C': 24.0}",False,
Winter is almost here and most animals are migrating to warmer countries. 86 bird families flew away for the winter from near a mountain. If there were 45 bird families living near the mountain initially How many more bird families flew away for the winter than those that stayed behind?,Subtraction,127.0,-41.0,,-41.0,Winter is almost here and most animals are migrating to warmer countries. var_A bird families flew away for the winter from near a mountain. If there were var_B bird families living near the mountain initially How many more bird families flew away for the winter than those that stayed behind?,"To solve this problem, we need to find the difference between the number of bird families that flew away and those that stayed behind.

Let's break it down:

1. We know that 86 bird families flew away for the winter.
2. We also know that there were 45 bird families living near the mountain initially.
3. To find the number of bird families that stayed behind, we need to subtract the number of bird families that flew away from the initial number of bird families.

Let's use the formula:

Number of bird families that stayed behind = Initial number of bird families - Number of bird families that flew away

= 45 - 86

= -41

So, 41 bird families stayed behind.",45 - 86 = -41,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 86.0, 'var_B': 45.0}",False,
After finding some bottle caps at the park danny has 32 bottle caps in his collection. If he had 25 bottle caps in his collection earlier How many bottle caps did he find at the park?,Subtraction,7.0,7.0,7.0,7.0,After finding some bottle caps at the park danny has var_A bottle caps in his collection. If he had var_B bottle caps in his collection earlier How many bottle caps did he find at the park?,"To solve this problem, we can use the concept of addition. 

1. We know that Danny has 32 bottle caps in his collection.
2. We also know that he had 25 bottle caps in his collection earlier.
3. To find the number of bottle caps he found at the park, we can subtract the number of bottle caps he had earlier from the number of bottle caps he has now.

Number of bottle caps found = Number of bottle caps now - Number of bottle caps earlier
= 32 - 25
= 7

So, Danny found 7 bottle caps at the park.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 32.0, 'var_B': 25.0}",False,
Dan has $ 4. He bought a candy bar for $ 7 and a chocolate for $ 6. How much money did he spend buying the candy bar and chocolate?,Addition,13.0,,6.0,5.0,Dan has $ var_A He bought a candy bar for $ var_B and a chocolate for $ var_C How much money did he spend buying the candy bar and chocolate?,"Here are the rough steps to solve the problem:

1. Add the cost of the candy bar ($7) and the cost of the chocolate ($6) to find the total amount spent.
2. Subtract the total amount spent from the initial amount of money Dan has ($4) to find the final amount spent.

Answer: $7 + $6 = $13, $13 - $4 = $9",var_A + var_B + var_C - var_A - var_B,"def solution(var_A, var_B, var_C):
    total_spent = var_A + var_B
    final_amount_spent = var_A + var_B - var_C
    return final_amount_spent","{'var_A': 4.0, 'var_B': 7.0, 'var_C': 6.0}",True,'Code_Result'
White t - shirts can be purchased in packages. If mom buys 28 packages which contain 56 white t - shirts in total How many white t - shirts does each package have?,Common-Division,2.0,56.0,,56.0,White t - shirts can be purchased in packages. If mom buys var_A packages which contain var_B white t - shirts in total How many white t - shirts does each package have?,"To find the number of white t-shirts per package, we can use the following steps:

1. Divide the total number of white t-shirts (56) by the number of packages (28).
2. This will give us the quotient (56 ÷ 28 = 2).

So, each package contains 2 white t-shirts.",var_A * var_B = 56 / 28,"def solution(var_A, var_B):
    return var_B // 28 * var_A","{'var_A': 28.0, 'var_B': 56.0}",False,
Adam has 3 more apples than jackie. Adam has 9 apples. How many apples does Jackie have?,Subtraction,6.0,12.0,,12.0,Adam has var_A more apples than jackie. Adam has var_B apples. How many apples does Jackie have?,"To solve this problem, we need to find the difference between the number of apples Adam has and the number of apples Jackie has.

1. Let's say Jackie has x apples.
2. Since Adam has 3 more apples than Jackie, we can write an equation: 
   Adam's apples - Jackie's apples = 3
   9 - x = 3
3. To find the value of x, we need to isolate x on one side of the equation. We can do this by adding x to both sides of the equation:
   9 - x + x = 3 + x
   9 = 3 + x
4. Now, we can subtract 3 from both sides of the equation to find the value of x:
   9 - 3 = 3 + x - 3
   6 = x","9 - x = 3
9 = 3 + x
6 = x","def solution(var_A, var_B):
    return var_B + 3","{'var_A': 3.0, 'var_B': 9.0}",False,
Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies. How many sweet cookies did Paco have left?,Subtraction,7.0,36.0,,36.0,Paco had var_A sweet cookies and var_B salty cookies. He ate var_C sweet cookies and var_D salty cookies. How many sweet cookies did Paco have left?,"Here are the rough steps to solve the problem:

1. Start with the initial number of sweet cookies: 22
2. Subtract the number of sweet cookies Paco ate: 22 - 15 = 7
3. Add the number of salty cookies Paco ate: 7 + 54 = 61
4. Subtract the number of salty cookies Paco ate from the total number of salty cookies: 75 - 61 = 14","22 - 15 = 7
7 + 54 = 61
61 - 61 = 0","def solution(var_A, var_B, var_C, var_D):
    return 22 - var_A + var_B + var_C - var_D","{'var_A': 22.0, 'var_B': 75.0, 'var_C': 15.0, 'var_D': 54.0}",False,
41 children were riding on the bus. At the bus stop some children got off the bus. Then there were 18 children left on the bus. How many more children were on the bus before the bus stop than there are now?,Subtraction,23.0,23.0,,23.0,var_A children were riding on the bus. At the bus stop some children got off the bus. Then there were var_B children left on the bus. How many more children were on the bus before the bus stop than there are now?,"Here are the rough steps to solve the problem:

1. Start with the initial number of children on the bus: 41
2. Subtract the number of children who got off the bus: 41 - x = 18
3. Solve for x: x = 41 - 18 = 23
4. The number of children on the bus before the stop is 23.",41 - 18 = 23,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 41.0, 'var_B': 18.0}",False,
Paco had 13 cookies. He ate 2 of them. Then he bought 36 more cookies How many more cookies did he buy than those he ate?,Subtraction,34.0,,47,47.0,Paco had var_A cookies. He ate var_B of them. Then he bought var_C more cookies How many more cookies did he buy than those he ate?,"Here are the rough steps to solve the problem:

1. Start with the initial number of cookies Paco had: 13
2. Subtract the number of cookies Paco ate: 13 - 2 = 11
3. Add the number of cookies Paco bought: 11 + 36 = 47",13 - 2 + 36,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 13.0, 'var_B': 2.0, 'var_C': 36.0}",True,'Code_Result'
Bobby had 22 pieces of candy. He ate some pieces of candy. Then he ate 5 more. If he still has 8 pieces of candy left How many pieces of candy had he eaten at the start?,Subtraction,9.0,19.0,,19.0,Bobby had var_A pieces of candy. He ate some pieces of candy. Then he ate var_B more. If he still has var_C pieces of candy left How many pieces of candy had he eaten at the start?,"Here are the rough steps to solve the problem:

1. Let's say Bobby started with x pieces of candy.
2. Bobby ate some pieces of candy, then 5 more, so the total number of pieces eaten is x + 5.
3. We know that Bobby has 8 pieces of candy left, so the total number of pieces eaten is 22 - 8 = 14.
4. Since Bobby ate 5 more pieces, we can set up the equation: x + 5 = 14
5. To solve for x, we can subtract 5 from both sides of the equation: x = 14 - 5
6. x = 9

So, Bobby had 9 pieces of candy at the start.","x + 5 = 14
x = 9","def solution(var_A, var_B, var_C):
    return var_A + var_B - var_C","{'var_A': 22.0, 'var_B': 5.0, 'var_C': 8.0}",False,
