Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
During summer break 819058 kids from Lawrence county go to camp and the other 668278 kids stay home. How many more kids spent their summer break at the camp compared to those who stayed home?,Subtraction,150780.0,150780,150780.0,150780.0,During summer break var_A kids from Lawrence county go to camp and the other var_B kids stay home. How many more kids spent their summer break at the camp compared to those who stayed home?,"1. Subtract the number of kids who stayed home from the number of kids who went to camp to find the difference.
2. The result will give the number of kids who spent their summer break at camp compared to those who stayed home.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 819058.0, 'var_B': 668278.0}",False,
"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 317 visitors came to the Buckingham palace that day. If there were 295 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",Subtraction,22.0,22,22.0,22.0,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that var_A visitors came to the Buckingham palace that day. If there were var_B visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?","1. Subtract the number of visitors from the previous day (295) from the number of visitors that day (317) to find the difference in visitors.
2. The result will give the number of more visitors that visited the Buckingham Palace that day compared to the previous day.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 317.0, 'var_B': 295.0}",False,
If each pack costs 81 dollars How much will it cost to buy 33 packs of dvds?,Multiplication,2673.0,2673,2673.0,2673.0,If each pack costs var_A dollars How much will it cost to buy var_B packs of dvds?,"1. Multiply the cost of each pack by the number of packs to find the total cost.
2. Calculate \( 81 \times 33 \) to determine the total amount spent on the packs.",var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 81.0, 'var_B': 33.0}",False,
There are 8 different books and 10 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 61 of the movies How many more movies than books are there in the ' crazy silly school ' series?,Subtraction,2.0,-40,-40.0,-40.0,There are var_A different books and var_B different movies in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies than books are there in the ' crazy silly school ' series?,"1. Identify the total number of books and movies in the series.
2. Subtract the number of books read from the total number of books to find out how many books are left.
3. Subtract the number of movies watched from the total number of movies to find out how many movies are left.
4. Calculate the difference between the number of remaining movies and remaining books to find out how many more movies than books there are.",(var_B - var_D) - (var_A - var_C),"def solution(var_A, var_B, var_C, var_D):
    total_books = var_A
    total_movies = var_B
    remaining_books = total_books - var_C
    remaining_movies = total_movies - var_D
    return remaining_movies - remaining_books","{'var_A': 8.0, 'var_B': 10.0, 'var_C': 19.0, 'var_D': 61.0}",False,
There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all baskets How many baskets of peaches are there?,Common-Division,1.0,1,1.0,1.0,There are some baskets of peaches. Each basket has var_A red peaches and var_B green peaches. If there are a total of var_C peaches in all baskets How many baskets of peaches are there?,"1. Determine the total number of peaches in one basket by adding the number of red peaches and green peaches together.
2. Divide the total number of peaches (7) by the total number of peaches in one basket to find out how many baskets there are.",var_C // (var_A + var_B),"def solution(var_A, var_B, var_C):
    total_peaches_per_basket = var_A + var_B
    return var_C // total_peaches_per_basket","{'var_A': 4.0, 'var_B': 3.0, 'var_C': 7.0}",False,
Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans. How many more bags did she find on the next day than she had on monday?,Subtraction,5.0,5,5.0,5.0,Tiffany was collecting cans for recycling. On monday she had var_A bags of cans. The next day she found var_B more bags worth of cans. How many more bags did she find on the next day than she had on monday?,"1. Identify the number of bags Tiffany had on Monday.
2. Identify the number of bags Tiffany found the next day.
3. Subtract the number of bags she had on Monday from the number of bags she found the next day to determine how many more bags she found.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 7.0, 'var_B': 12.0}",False,
Dan has $ 5. He bought a candy bar for $ 2 and a chocolate for $ 3. How much money did he spend to buy chocolate than he did to buy candy bar?,Subtraction,1.0,1,1.0,1.0,Dan has $ var_A He bought a candy bar for $ var_B and a chocolate for $ var_C How much money did he spend to buy chocolate than he did to buy candy bar?,"1. Identify the cost of the candy bar and the cost of the chocolate.
2. Subtract the cost of the candy bar from the cost of the chocolate to find out how much more he spent on the chocolate than on the candy bar.",var_C - var_B,"def solution(var_A, var_B, var_C):
    return var_C - var_B","{'var_A': 5.0, 'var_B': 2.0, 'var_C': 3.0}",False,
We ordered some pizzas. Each pizza has 2 slices. If there were a total of 28 slices How many pizzas did we order?,Common-Division,14.0,14,14.0,14.0,We ordered some pizzas. Each pizza has var_A slices. If there were a total of var_B slices How many pizzas did we order?,1. Divide the total number of slices by the number of slices per pizza to find out how many pizzas were ordered.,var_B // var_A,"def solution(var_A, var_B):
    return var_B / var_A","{'var_A': 2.0, 'var_B': 28.0}",False,
An industrial machine made 9 shirts yesterday and 44 shirts today. It can make 3 shirts a minute. How many minutes did the machine work yesterday?,Common-Division,3.0,,,,An industrial machine made var_A shirts yesterday and var_B shirts today. It can make var_C shirts a minute. How many minutes did the machine work yesterday?,"1. Add the number of shirts made yesterday and today to find the total number of shirts made.
2. Subtract the number of shirts made today from the total to find out how many shirts were made yesterday.
3. Divide the number of shirts made yesterday by the rate at which the machine makes shirts (3 shirts per minute) to find out how many minutes the machine worked yesterday.",var_A = (var_A + var_B) - var_B; var_A / var_C,"def solution(var_A, var_B, var_C):
    total_shirts = var_A + var_B
    shirts_yesterday = total_shirts - var_B
    minutes_worked = shirts_yesterday / var_C
    return minutes_worked","{'var_A': 9.0, 'var_B': 44.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
Jessie weighed 114 kilograms. After she started to go jogging everyday she lost 50 kilograms in the first week and 60 kilograms in the second week. How much does she weigh now?,Subtraction,4.0,4,4.0,4.0,Jessie weighed var_A kilograms. After she started to go jogging everyday she lost var_B kilograms in the first week and var_C kilograms in the second week. How much does she weigh now?,"1. Subtract the weight lost in the first week from Jessie's initial weight to find her weight after the first week.
2. Subtract the weight lost in the second week from her weight after the first week to find her current weight.",var_A - var_B - var_C,"def solution(var_A, var_B, var_C):
    weight_after_first_week = var_A - var_B
    current_weight = weight_after_first_week - var_C
    return current_weight","{'var_A': 114.0, 'var_B': 50.0, 'var_C': 60.0}",False,
Matthew gave 6 crackers to each his friends. If he had 36 crackers How many friends did he give crackers to?,Common-Division,6.0,6,6.0,6.0,Matthew gave var_A crackers to each his friends. If he had var_B crackers How many friends did he give crackers to?,1. Divide the total number of crackers by the number of crackers given to each friend to find out how many friends received crackers.,var_B // var_A,"def solution(var_A, var_B):
    return var_B // var_A","{'var_A': 6.0, 'var_B': 36.0}",False,
Matthew gave equal numbers of crackers and cakes to his 28 friends. If he had 13 crackers and 15 cakes initially How many crackers and cakes did each person eat?,Common-Division,1.0,,,,Matthew gave equal numbers of crackers and cakes to his var_A friends. If he had var_B crackers and var_C cakes initially How many crackers and cakes did each person eat?,"1. Determine the total number of friends Matthew has, which is 28.
2. Identify the total number of crackers and cakes Matthew has, which are 13 and 15, respectively.
3. Since he gave equal numbers of crackers and cakes to each friend, find the minimum of the total number of crackers and cakes to determine the maximum number he can give to each friend.
4. Divide the minimum number of items (crackers or cakes) by the number of friends to find out how many crackers and cakes each person received.","min(var_B, var_C) // var_A","def solution(var_A, var_B, var_C):
    total_crackers = var_B
    total_cakes = var_C
    min_items = min(total_crackers, total_cakes)
    return min_items // var_A","{'var_A': 28.0, 'var_B': 13.0, 'var_C': 15.0}",True,"must be real number, not NoneType"
Faye was placing her pencils and crayons into 30 rows with 71 crayons and 24 pencils in each row. How many pencils does she have?,Multiplication,720.0,720,720.0,720.0,Faye was placing her pencils and crayons into var_A rows with var_B crayons and var_C pencils in each row. How many pencils does she have?,"1. Calculate the total number of rows by multiplying the number of rows by the number of pencils in each row.
2. Since the total number of pencils is the product from step 1, that will give the total number of pencils Faye has.",var_A * var_C,"def solution(var_A, var_B, var_C):
    total_rows = var_A * var_C
    return total_rows","{'var_A': 30.0, 'var_B': 71.0, 'var_C': 24.0}",False,
Winter is almost here and most animals are migrating to warmer countries. 86 bird families flew away for the winter from near a mountain. If there were 45 bird families living near the mountain initially How many more bird families flew away for the winter than those that stayed behind?,Subtraction,127.0,127,127.0,127.0,Winter is almost here and most animals are migrating to warmer countries. var_A bird families flew away for the winter from near a mountain. If there were var_B bird families living near the mountain initially How many more bird families flew away for the winter than those that stayed behind?,"1. Determine how many bird families stayed behind by subtracting the initial number of bird families from the number that flew away.
2. Subtract the number of bird families that stayed behind from the number that flew away to find out how many more bird families migrated.",var_A - (var_B - var_A),"def solution(var_A, var_B):
    stayed_behind = var_B - var_A
    return var_A - stayed_behind","{'var_A': 86.0, 'var_B': 45.0}",False,
After finding some bottle caps at the park danny has 32 bottle caps in his collection. If he had 25 bottle caps in his collection earlier How many bottle caps did he find at the park?,Subtraction,7.0,7,7.0,7.0,After finding some bottle caps at the park danny has var_A bottle caps in his collection. If he had var_B bottle caps in his collection earlier How many bottle caps did he find at the park?,"1. Subtract the number of bottle caps Danny had earlier from the total number of bottle caps he has now to find out how many he found at the park. 
2. The equation to use is: Number of caps found = Total caps now - Caps earlier.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 32.0, 'var_B': 25.0}",False,
Dan has $ 4. He bought a candy bar for $ 7 and a chocolate for $ 6. How much money did he spend buying the candy bar and chocolate?,Addition,13.0,,,,Dan has $ var_A He bought a candy bar for $ var_B and a chocolate for $ var_C How much money did he spend buying the candy bar and chocolate?,"1. Add the cost of the candy bar and the chocolate together to find the total amount spent.
2. Compare the total amount spent to the amount Dan has to determine if he can afford the purchases.",var_B + var_C,"def solution(var_A, var_B, var_C):
    total_spent = var_B + var_C
    can_afford = total_spent <= var_A
    return total_spent, can_afford","{'var_A': 4.0, 'var_B': 7.0, 'var_C': 6.0}",True,"must be real number, not tuple"
White t - shirts can be purchased in packages. If mom buys 28 packages which contain 56 white t - shirts in total How many white t - shirts does each package have?,Common-Division,2.0,2,2.0,2.0,White t - shirts can be purchased in packages. If mom buys var_A packages which contain var_B white t - shirts in total How many white t - shirts does each package have?,1. Divide the total number of white t-shirts by the number of packages to find out how many t-shirts are in each package.,var_B / var_A,"def solution(var_A, var_B):
    return var_B / var_A","{'var_A': 28.0, 'var_B': 56.0}",False,
Adam has 3 more apples than jackie. Adam has 9 apples. How many apples does Jackie have?,Subtraction,6.0,6,6.0,6.0,Adam has var_A more apples than jackie. Adam has var_B apples. How many apples does Jackie have?,"1. Identify the number of apples Adam has, which is given as 9.
2. Subtract the 3 additional apples that Adam has compared to Jackie to find the number of apples Jackie has.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 3.0, 'var_B': 9.0}",False,
Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies. How many sweet cookies did Paco have left?,Subtraction,7.0,7,7.0,7.0,Paco had var_A sweet cookies and var_B salty cookies. He ate var_C sweet cookies and var_D salty cookies. How many sweet cookies did Paco have left?,"1. Subtract the number of sweet cookies Paco ate from the total number of sweet cookies he initially had.
2. The result will give the number of sweet cookies Paco has left.",var_A - var_C,"def solution(var_A, var_B, var_C, var_D):
    return var_A - var_C","{'var_A': 22.0, 'var_B': 75.0, 'var_C': 15.0, 'var_D': 54.0}",False,
41 children were riding on the bus. At the bus stop some children got off the bus. Then there were 18 children left on the bus. How many more children were on the bus before the bus stop than there are now?,Subtraction,23.0,23,23.0,23.0,var_A children were riding on the bus. At the bus stop some children got off the bus. Then there were var_B children left on the bus. How many more children were on the bus before the bus stop than there are now?,"1. Subtract the number of children left on the bus (18) from the total number of children who were originally on the bus (41) to find out how many children got off the bus.
2. The result from step 1 will give you the difference in the number of children on the bus before the bus stop compared to now.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 41.0, 'var_B': 18.0}",False,
Paco had 13 cookies. He ate 2 of them. Then he bought 36 more cookies How many more cookies did he buy than those he ate?,Subtraction,34.0,34,34.0,34.0,Paco had var_A cookies. He ate var_B of them. Then he bought var_C more cookies How many more cookies did he buy than those he ate?,"1. Determine the number of cookies Paco ate, which is given as 2.
2. Identify the number of cookies Paco bought, which is given as 36.
3. Subtract the number of cookies eaten from the number of cookies bought to find out how many more cookies he bought than those he ate.",var_C - var_B,"def solution(var_A, var_B, var_C):
    cookies_eaten = var_B
    cookies_bought = var_C
    return cookies_bought - cookies_eaten","{'var_A': 13.0, 'var_B': 2.0, 'var_C': 36.0}",False,
Bobby had 22 pieces of candy. He ate some pieces of candy. Then he ate 5 more. If he still has 8 pieces of candy left How many pieces of candy had he eaten at the start?,Subtraction,9.0,19,19.0,19.0,Bobby had var_A pieces of candy. He ate some pieces of candy. Then he ate var_B more. If he still has var_C pieces of candy left How many pieces of candy had he eaten at the start?,"1. Start with the total number of pieces of candy Bobby had initially (22 pieces).
2. Subtract the number of pieces of candy he has left (8 pieces) from the initial total to find out how many pieces he had eaten in total.
3. Since he ate 5 pieces after eating some initially, add those 5 pieces back to the total eaten to find out how many pieces he had eaten at the start.",var_A - var_C + var_B,"def solution(var_A, var_B, var_C):
    total_eaten = var_A - var_C
    return total_eaten + var_B","{'var_A': 22.0, 'var_B': 5.0, 'var_C': 8.0}",False,
Josh had 22 marbles in his collection. He found 13 marbles ones while he lost 5 marbles. How many marbles does he have now?,Addition,30.0,30,30.0,30.0,Josh had var_A marbles in his collection. He found var_B marbles ones while he lost var_C marbles. How many marbles does he have now?,"1. Add the number of marbles Josh found to his initial collection to find the total after finding the marbles.
2. Subtract the number of marbles he lost from the total after finding the marbles to determine how many marbles he has now.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_after_finding = var_A + var_B
    return total_after_finding - var_C","{'var_A': 22.0, 'var_B': 13.0, 'var_C': 5.0}",False,
For the walls of the house he would use 11 nails in all to secure large planks of wood. If each plank needs 3 pieces of nails to be secured and an additional 8 nails were used. How many planks does John need for the house wall?,Common-Division,1.0,1,1.0,1.0,For the walls of the house he would use var_A nails in all to secure large planks of wood. If each plank needs var_B pieces of nails to be secured and an additional var_C nails were used. How many planks does John need for the house wall?,"1. Subtract the additional nails used from the total number of nails to find the number of nails used for securing the planks.
2. Divide the number of nails used for securing the planks by the number of nails needed per plank to find out how many planks John needs.",(var_A - var_C) // var_B,"def solution(var_A, var_B, var_C):
    nails_for_planks = var_A - var_C
    return nails_for_planks // var_B","{'var_A': 11.0, 'var_B': 3.0, 'var_C': 8.0}",False,
A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes How many tomatoes and potatoes does he have left?,Subtraction,136.0,,,,A farmer had var_A tomatoes and var_B potatoes in his garden. If he picked var_C tomatoes How many tomatoes and potatoes does he have left?,"1. Subtract the number of tomatoes picked from the total number of tomatoes to find out how many tomatoes are left.
2. The number of potatoes remains unchanged, so note that the total number of potatoes is still the same.
3. Combine the remaining tomatoes and the unchanged number of potatoes to summarize the total left.",(var_A - var_C) + var_B,"def solution(var_A, var_B, var_C):
    remaining_tomatoes = var_A - var_C
    remaining_potatoes = var_B
    return remaining_tomatoes, remaining_potatoes","{'var_A': 177.0, 'var_B': 12.0, 'var_C': 53.0}",True,"must be real number, not tuple"
Jerry had some action figures on a shelf in his room. Later he added 7 more action figures to the shelf. If there are a total of 10 action figures on his shelf now How many action figures did he have initially on the shelf?,Subtraction,3.0,3,3.0,3.0,Jerry had some action figures on a shelf in his room. Later he added var_A more action figures to the shelf. If there are a total of var_B action figures on his shelf now How many action figures did he have initially on the shelf?,1. Subtract the number of action figures added (7) from the total number of action figures now on the shelf (10) to find out how many action figures Jerry had initially.,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 7.0, 'var_B': 10.0}",False,
There are 384 oranges and 192 bananas in Philip's collection. If the bananas are organized into 345 groups and oranges are organized into 16 groups How big is each group of oranges?,Common-Division,24.0,24,24.0,24.0,There are var_A oranges and var_B bananas in Philip's collection. If the bananas are organized into var_C groups and oranges are organized into var_D groups How big is each group of oranges?,"1. Divide the total number of oranges by the number of groups of oranges to find the size of each group of oranges.
2. Calculate the result to determine how many oranges are in each group.",var_A // var_D,"def solution(var_A, var_B, var_C, var_D):
    return var_A / var_D","{'var_A': 384.0, 'var_B': 192.0, 'var_C': 345.0, 'var_D': 16.0}",False,
There are 4 different books and 17 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 7 of the movies How many more movies do you still have to watch?,Subtraction,10.0,10,10.0,10.0,There are var_A different books and var_B different movies in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies do you still have to watch?,"1. Determine the total number of movies in the series.
2. Subtract the number of movies already watched from the total number of movies to find out how many more movies are left to watch.",var_B - var_D,"def solution(var_A, var_B, var_C, var_D):
    total_movies = var_B
    return total_movies - var_D","{'var_A': 4.0, 'var_B': 17.0, 'var_C': 19.0, 'var_D': 7.0}",False,
Steven has 14 peaches. Jake has 6 fewer peaches than Steven and 3 more peaches than Jill. How many peaches does Jill have?,Subtraction,5.0,5,5.0,5.0,Steven has var_A peaches. Jake has var_B fewer peaches than Steven and var_C more peaches than Jill. How many peaches does Jill have?,"1. Determine how many peaches Jake has by subtracting 6 from the number of peaches Steven has.
2. Find out how many peaches Jill has by subtracting 3 from the number of peaches Jake has.",var_A - var_B - var_C,"def solution(var_A, var_B, var_C):
    jake_peaches = var_A - var_B
    jill_peaches = jake_peaches - var_C
    return jill_peaches","{'var_A': 14.0, 'var_B': 6.0, 'var_C': 3.0}",False,
Because of the decision Sofia asked the students to suggest specific types of food. 182 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If 166 more students suggested adding bacon than those that suggested mashed potatoes How many students suggested bacon?,Addition,348.0,348,348.0,348.0,Because of the decision Sofia asked the students to suggest specific types of food. var_A students suggested adding mashed potatoes while others suggested adding bacon to the menu. If var_B more students suggested adding bacon than those that suggested mashed potatoes How many students suggested bacon?,"1. Let the number of students who suggested bacon be represented as the number of students who suggested mashed potatoes plus 166.
2. Set up the equation: the number of students who suggested mashed potatoes (182) plus 166 equals the number of students who suggested bacon.
3. Solve the equation to find the number of students who suggested bacon.",var_A + var_B,"def solution(var_A, var_B):
    return var_A + var_B","{'var_A': 182.0, 'var_B': 166.0}",False,
In Haley's class some boys love to play marbles. If Haley has 10 marbles and she gave 5 marbles to each boy How many boys did she give the marbles to?,Common-Division,2.0,2,2.0,2.0,In Haley's class some boys love to play marbles. If Haley has var_A marbles and she gave var_B marbles to each boy How many boys did she give the marbles to?,"1. Determine the total number of marbles Haley has.
2. Divide the total number of marbles by the number of marbles given to each boy to find out how many boys received the marbles.",var_A // var_B,"def solution(var_A, var_B):
    total_marbles = var_A
    boys = total_marbles // var_B
    return boys","{'var_A': 10.0, 'var_B': 5.0}",False,
